"Indikatorens navn";"Fylke nummer";"Fylke navn";"Natur typer";"Regnskapsperiode";"Areal verdsatte naturtyper gått tapt (dekar)";"Usikkerhet for areal i regnskapsperiode"
"ENCREC_005";"56";"Finnmark – Finnmárku – Finmarkku";"Sanddyne";"2018-2024";1.16;"Yellow"
"ENCREC_005";"56";"Finnmark – Finnmárku – Finmarkku";"Åpen flomfastmark";"2018-2024";23.26;"Yellow"
"ENCREC_006";"03";"Oslo";"Flomskogsmark";"2018-2024";0.44;"Yellow"
"ENCREC_006";"03";"Oslo";"Frisk kalkedellauvskog";"2018-2024";0.01;"Yellow"
"ENCREC_006";"03";"Oslo";"Frisk lågurtedellauvskog";"2018-2024";0.49;"Yellow"
"ENCREC_006";"03";"Oslo";"Gammel granskog";"2018-2024";0.13;"Green"
"ENCREC_006";"03";"Oslo";"Gammel høgstaudegråorskog";"2018-2024";0.28;"Yellow"
"ENCREC_006";"03";"Oslo";"Hule eiker";"2018-2024";0.61;"Yellow"
"ENCREC_006";"03";"Oslo";"Kalkedellauvskog";"2018-2024";0.03;"Yellow"
"ENCREC_006";"03";"Oslo";"Rik edellauvskog";"2018-2024";0.06;"Yellow"
"ENCREC_006";"03";"Oslo";"Slåttemark";"2018-2024";0.17;"Yellow"
"ENCREC_006";"03";"Oslo";"Store gamle trær";"2018-2024";0.21;"Yellow"
"ENCREC_006";"11";"Rogaland";"Boreal hei";"2018-2024";11.01;"Yellow"
"ENCREC_006";"11";"Rogaland";"Eng-aktig sterkt endret fastmark";"2018-2024";0.28;"Yellow"
"ENCREC_006";"11";"Rogaland";"Gammel fattig edellauvskog";"2018-2024";0;"Yellow"
"ENCREC_006";"11";"Rogaland";"Hule eiker";"2018-2024";4.41;"Yellow"
"ENCREC_006";"11";"Rogaland";"Høstingsskog";"2018-2024";0.22;"Yellow"
"ENCREC_006";"11";"Rogaland";"Kanthøymyr";"2018-2024";0.17;"Yellow"
"ENCREC_006";"11";"Rogaland";"Kystlynghei";"2018-2024";73.71;"Yellow"
"ENCREC_006";"11";"Rogaland";"Naturbeitemark";"2018-2024";18.13;"Yellow"
"ENCREC_006";"11";"Rogaland";"Parklandskap";"2018-2024";0.07;"Orange"
"ENCREC_006";"11";"Rogaland";"Semi-naturlig strandeng";"2018-2024";2.04;"Yellow"
"ENCREC_006";"11";"Rogaland";"Øyblandingsmyr";"2018-2024";0.29;"Yellow"
"ENCREC_006";"15";"Møre og Romsdal";"Kalkskog";"2018-2024";0.18;"Orange"
"ENCREC_006";"15";"Møre og Romsdal";"Kystlynghei";"2018-2024";36.55;"Yellow"
"ENCREC_006";"15";"Møre og Romsdal";"Kystmyr";"2018-2024";0.17;"Orange"
"ENCREC_006";"15";"Møre og Romsdal";"Naturbeitemark";"2018-2024";0.84;"Orange"
"ENCREC_006";"15";"Møre og Romsdal";"Slåtte- og beitemyr";"2018-2024";6.49;"Yellow"
"ENCREC_006";"15";"Møre og Romsdal";"Slåttemark";"2018-2024";0.03;"Yellow"
"ENCREC_006";"15";"Møre og Romsdal";"Strandeng";"2018-2024";0.21;"Yellow"
"ENCREC_006";"15";"Møre og Romsdal";"Sørlig nedbørsmyr";"2018-2024";6.67;"Yellow"
"ENCREC_006";"15";"Møre og Romsdal";"Viktig bekkedrag";"2018-2024";0.15;"Orange"
"ENCREC_006";"18";"Nordland - Nordlánnda";"Boreal hei";"2018-2024";9.03;"Yellow"
"ENCREC_006";"18";"Nordland - Nordlánnda";"Gammel lågurtselje-rogneskog";"2018-2024";0.16;"Yellow"
"ENCREC_006";"18";"Nordland - Nordlánnda";"Kalksjø";"2018-2024";7.31;"Yellow"
"ENCREC_006";"18";"Nordland - Nordlánnda";"Kystlynghei";"2018-2024";5.33;"Yellow"
"ENCREC_006";"18";"Nordland - Nordlánnda";"Lågurtfuruskog";"2018-2024";0.04;"Yellow"
"ENCREC_006";"18";"Nordland - Nordlánnda";"Regnskog";"2018-2024";7.44;"Orange"
"ENCREC_006";"18";"Nordland - Nordlánnda";"Rikmyr";"2018-2024";14.75;"Yellow"
"ENCREC_006";"18";"Nordland - Nordlánnda";"Sanddyne";"2018-2024";3.9;"Orange"
"ENCREC_006";"18";"Nordland - Nordlánnda";"Slåttemark";"2018-2024";0.05;"Green"
"ENCREC_006";"18";"Nordland - Nordlánnda";"Strandeng";"2018-2024";0.01;"Yellow"
"ENCREC_006";"18";"Nordland - Nordlánnda";"Strandeng og strandsump";"2018-2024";0.07;"Orange"
"ENCREC_006";"18";"Nordland - Nordlánnda";"Åpen flomfastmark";"2018-2024";0.04;"Yellow"
"ENCREC_006";"31";"Østfold";"Frisk lågurtedellauvskog";"2018-2024";0;"Yellow"
"ENCREC_006";"31";"Østfold";"Gammel furudominert naturskog";"2018-2024";6.19;"Yellow"
"ENCREC_006";"31";"Østfold";"Gammel furuskog med gamle trær";"2018-2024";6.86;"Yellow"
"ENCREC_006";"31";"Østfold";"Hule eiker";"2018-2024";5.42;"Yellow"
"ENCREC_006";"31";"Østfold";"Intakt lavlandsmyr i innlandet";"2018-2024";0.34;"Orange"
"ENCREC_006";"31";"Østfold";"Kystlynghei";"2018-2024";5.67;"Yellow"
"ENCREC_006";"31";"Østfold";"Lågurteikeskog";"2018-2024";0.07;"Yellow"
"ENCREC_006";"31";"Østfold";"Lågurtfuruskog";"2018-2024";0.01;"Yellow"
"ENCREC_006";"31";"Østfold";"Naturbeitemark";"2018-2024";3.15;"Yellow"
"ENCREC_006";"31";"Østfold";"Rik edellauvskog";"2018-2024";2.07;"Orange"
"ENCREC_006";"31";"Østfold";"Rik kulturlandskapssjø";"2018-2024";0.13;"Orange"
"ENCREC_006";"31";"Østfold";"Semi-naturlig eng";"2018-2024";0.01;"Yellow"
"ENCREC_006";"31";"Østfold";"Store gamle trær";"2018-2024";0.16;"Orange"
"ENCREC_006";"32";"Akershus";"Eng-aktig sterkt endret fastmark";"2018-2024";0;"Yellow"
"ENCREC_006";"32";"Akershus";"Flomskogsmark";"2018-2024";1.41;"Yellow"
"ENCREC_006";"32";"Akershus";"Frisk kalkgranskog";"2018-2024";0.49;"Yellow"
"ENCREC_006";"32";"Akershus";"Frisk lågurtedellauvskog";"2018-2024";0.44;"Yellow"
"ENCREC_006";"32";"Akershus";"Frisk rik edellauvskog";"2018-2024";0.86;"Yellow"
"ENCREC_006";"32";"Akershus";"Gammel furuskog med gamle trær";"2018-2024";1.08;"Yellow"
"ENCREC_006";"32";"Akershus";"Gammel granskog";"2018-2024";0.29;"Yellow"
"ENCREC_006";"32";"Akershus";"Gammel granskog med gamle trær";"2018-2024";0.06;"Yellow"
"ENCREC_006";"32";"Akershus";"Gammel granskog med liggende død ved";"2018-2024";0.26;"Yellow"
"ENCREC_006";"32";"Akershus";"Gammel høgstaudegråorskog";"2018-2024";0.17;"Yellow"
"ENCREC_006";"32";"Akershus";"Gammel lågurtgranskog";"2018-2024";1.91;"Yellow"
"ENCREC_006";"32";"Akershus";"Gråor-heggeskog";"2018-2024";0.36;"Yellow"
"ENCREC_006";"32";"Akershus";"Hagemark";"2018-2024";2.45;"Yellow"
"ENCREC_006";"32";"Akershus";"Hule eiker";"2018-2024";7.07;"Yellow"
"ENCREC_006";"32";"Akershus";"Høgstaude-edellauvskog";"2018-2024";0.11;"Yellow"
"ENCREC_006";"32";"Akershus";"Kalk- og lågurtfuruskog";"2018-2024";1.74;"Yellow"
"ENCREC_006";"32";"Akershus";"Kalkbarskog, grandominert";"2018-2024";0;"Yellow"
"ENCREC_006";"32";"Akershus";"Kalkedellauvskog";"2018-2024";0.04;"Yellow"
"ENCREC_006";"32";"Akershus";"Kalkfuruskog";"2018-2024";0.53;"Yellow"
"ENCREC_006";"32";"Akershus";"Kalkhasselskog";"2018-2024";0.09;"Yellow"
"ENCREC_006";"32";"Akershus";"Kalklindeskog";"2018-2024";0.18;"Yellow"
"ENCREC_006";"32";"Akershus";"Kalkrik alm-lind-hasselskog";"2018-2024";0.72;"Yellow"
"ENCREC_006";"32";"Akershus";"Kroksjøer, flomdammer og meandrerende elveparti";"2018-2024";0;"Orange"
"ENCREC_006";"32";"Akershus";"Lågurtalm-lind-hasselskog";"2018-2024";1.58;"Yellow"
"ENCREC_006";"32";"Akershus";"Lågurtedellauvskog";"2018-2024";0;"Yellow"
"ENCREC_006";"32";"Akershus";"Lågurteikeskog";"2018-2024";0.37;"Yellow"
"ENCREC_006";"32";"Akershus";"Lågurtfuruskog";"2018-2024";2.1;"Yellow"
"ENCREC_006";"32";"Akershus";"Ravinedal";"2018-2024";16.11;"Yellow"
"ENCREC_006";"32";"Akershus";"Rik edellauvskog";"2018-2024";4.36;"Yellow"
"ENCREC_006";"32";"Akershus";"Rik gransumpskog";"2018-2024";0.35;"Yellow"
"ENCREC_006";"32";"Akershus";"Rik svartorsumpskog";"2018-2024";0.57;"Yellow"
"ENCREC_006";"32";"Akershus";"Saltpåvirket svartorstrandskog";"2018-2024";0.02;"Yellow"
"ENCREC_006";"32";"Akershus";"Semi-naturlig eng";"2018-2024";0.71;"Yellow"
"ENCREC_006";"32";"Akershus";"Slåttemark";"2018-2024";1.65;"Yellow"
"ENCREC_006";"32";"Akershus";"Store gamle trær";"2018-2024";1.04;"Yellow"
"ENCREC_006";"32";"Akershus";"Svært tørkeutsatt sørlig kalkberg";"2018-2024";0.3;"Yellow"
"ENCREC_006";"32";"Akershus";"Viktig bekkedrag";"2018-2024";0.01;"Yellow"
"ENCREC_006";"32";"Akershus";"Åpen grunnlendt kalkmark i boreonemoral sone";"2018-2024";0.02;"Green"
"ENCREC_006";"33";"Buskerud";"Boreal hei";"2018-2024";38.19;"Yellow"
"ENCREC_006";"33";"Buskerud";"Eng-aktig sterkt endret fastmark";"2018-2024";0.1;"Yellow"
"ENCREC_006";"33";"Buskerud";"Flomskogsmark";"2018-2024";0.89;"Yellow"
"ENCREC_006";"33";"Buskerud";"Frisk lågurtedellauvskog";"2018-2024";0.42;"Yellow"
"ENCREC_006";"33";"Buskerud";"Gammel fattig sumpskog";"2018-2024";1.36;"Green"
"ENCREC_006";"33";"Buskerud";"Gammel furuskog med gamle trær";"2018-2024";2.06;"Yellow"
"ENCREC_006";"33";"Buskerud";"Gammel furuskog med stående død ved";"2018-2024";3.92;"Green"
"ENCREC_006";"33";"Buskerud";"Gammel grandominert naturskog";"2018-2024";2.09;"Yellow"
"ENCREC_006";"33";"Buskerud";"Gammel granskog";"2018-2024";11.23;"Yellow"
"ENCREC_006";"33";"Buskerud";"Gammel granskog med gamle trær";"2018-2024";17.09;"Yellow"
"ENCREC_006";"33";"Buskerud";"Gammel granskog med liggende død ved";"2018-2024";0.48;"Green"
"ENCREC_006";"33";"Buskerud";"Hule eiker";"2018-2024";1.99;"Yellow"
"ENCREC_006";"33";"Buskerud";"Høgereligende og nordlig nedbørsmyr";"2018-2024";27.02;"Yellow"
"ENCREC_006";"33";"Buskerud";"Kalkbarskog";"2018-2024";6.6;"Yellow"
"ENCREC_006";"33";"Buskerud";"Kalkbarskog, grandominert";"2018-2024";0.88;"Yellow"
"ENCREC_006";"33";"Buskerud";"Kalkedellauvskog";"2018-2024";0;"Yellow"
"ENCREC_006";"33";"Buskerud";"Kalkfuruskog";"2018-2024";2.27;"Yellow"
"ENCREC_006";"33";"Buskerud";"Kalkrik alm-lind-hasselskog";"2018-2024";5.43;"Yellow"
"ENCREC_006";"33";"Buskerud";"Kroksjøer, flomdammer og meandrerende elveparti";"2018-2024";2.42;"Orange"
"ENCREC_006";"33";"Buskerud";"Lågurtedellauvskog";"2018-2024";0.39;"Yellow"
"ENCREC_006";"33";"Buskerud";"Lågurteikeskog";"2018-2024";0.55;"Yellow"
"ENCREC_006";"33";"Buskerud";"Lågurtfuruskog";"2018-2024";6.06;"Yellow"
"ENCREC_006";"33";"Buskerud";"Naturbeitemark";"2018-2024";13.84;"Yellow"
"ENCREC_006";"33";"Buskerud";"Ravinedal";"2018-2024";0.49;"Yellow"
"ENCREC_006";"33";"Buskerud";"Rik barskog";"2018-2024";0;"Yellow"
"ENCREC_006";"33";"Buskerud";"Rik edellauvskog";"2018-2024";2.72;"Yellow"
"ENCREC_006";"33";"Buskerud";"Rik sandfuruskog";"2018-2024";0.12;"Yellow"
"ENCREC_006";"33";"Buskerud";"Semi-naturlig eng";"2018-2024";0.76;"Yellow"
"ENCREC_006";"33";"Buskerud";"Semi-naturlig strandeng";"2018-2024";1.15;"Yellow"
"ENCREC_006";"33";"Buskerud";"Slåttemark";"2018-2024";5.53;"Orange"
"ENCREC_006";"33";"Buskerud";"Slåttemyr";"2018-2024";0.46;"Yellow"
"ENCREC_006";"33";"Buskerud";"Åpen kalkmark";"2018-2024";0.3;"Orange"
"ENCREC_006";"34";"Innlandet";"Boreal hei";"2018-2024";7.32;"Yellow"
"ENCREC_006";"34";"Innlandet";"Eng-aktig sterkt endret fastmark";"2018-2024";0.08;"Green"
"ENCREC_006";"34";"Innlandet";"Flomskogsmark";"2018-2024";1.86;"Yellow"
"ENCREC_006";"34";"Innlandet";"Gammel granskog med gamle trær";"2018-2024";0.26;"Yellow"
"ENCREC_006";"34";"Innlandet";"Gammel lågurtgranskog";"2018-2024";0;"Yellow"
"ENCREC_006";"34";"Innlandet";"Hagemark";"2018-2024";1.79;"Yellow"
"ENCREC_006";"34";"Innlandet";"Kalkbarskog";"2018-2024";2.8;"Yellow"
"ENCREC_006";"34";"Innlandet";"Kroksjøer, flomdammer og meandrerende elveparti";"2018-2024";0.09;"Orange"
"ENCREC_006";"34";"Innlandet";"Lågurtfuruskog";"2018-2024";4.3;"Yellow"
"ENCREC_006";"34";"Innlandet";"Mudderbank";"2018-2024";0.08;"Orange"
"ENCREC_006";"34";"Innlandet";"Naturbeitemark";"2018-2024";1.49;"Yellow"
"ENCREC_006";"34";"Innlandet";"Rik kulturlandskapssjø";"2018-2024";0.62;"Yellow"
"ENCREC_006";"34";"Innlandet";"Rikmyr";"2018-2024";1.41;"Orange"
"ENCREC_006";"34";"Innlandet";"Sandfuruskog";"2018-2024";0.22;"Orange"
"ENCREC_006";"34";"Innlandet";"Semi-naturlig eng";"2018-2024";0.72;"Yellow"
"ENCREC_006";"34";"Innlandet";"Slåttemark";"2018-2024";0.27;"Yellow"
"ENCREC_006";"34";"Innlandet";"Viktig bekkedrag";"2018-2024";0.28;"Orange"
"ENCREC_006";"34";"Innlandet";"Åpen flommark";"2018-2024";0.04;"Orange"
"ENCREC_006";"39";"Vestfold";"Dam";"2018-2024";0.05;"Orange"
"ENCREC_006";"39";"Vestfold";"Frisk lågurtbøkeskog";"2018-2024";0.02;"Yellow"
"ENCREC_006";"39";"Vestfold";"Frisk lågurtedellauvskog";"2018-2024";8.77;"Yellow"
"ENCREC_006";"39";"Vestfold";"Frisk rik edellauvskog";"2018-2024";2.63;"Yellow"
"ENCREC_006";"39";"Vestfold";"Gammel fattig edellauvskog";"2018-2024";8.35;"Yellow"
"ENCREC_006";"39";"Vestfold";"Gammel furuskog med gamle trær";"2018-2024";0.01;"Green"
"ENCREC_006";"39";"Vestfold";"Gammel furuskog med stående død ved";"2018-2024";0.17;"Yellow"
"ENCREC_006";"39";"Vestfold";"Gammel høgstaudegråorskog";"2018-2024";0.13;"Yellow"
"ENCREC_006";"39";"Vestfold";"Gammel lågurtospeskog";"2018-2024";0.54;"Yellow"
"ENCREC_006";"39";"Vestfold";"Hagemark";"2018-2024";5.35;"Green"
"ENCREC_006";"39";"Vestfold";"Hule eiker";"2018-2024";11.89;"Yellow"
"ENCREC_006";"39";"Vestfold";"Kilde-edellauvskog";"2018-2024";1.35;"Yellow"
"ENCREC_006";"39";"Vestfold";"Lågurtalm-lind-hasselskog";"2018-2024";0.06;"Yellow"
"ENCREC_006";"39";"Vestfold";"Lågurtbøkeskog";"2018-2024";0.21;"Yellow"
"ENCREC_006";"39";"Vestfold";"Lågurtedellauvskog";"2018-2024";1.45;"Yellow"
"ENCREC_006";"39";"Vestfold";"Lågurteikeskog";"2018-2024";4.27;"Yellow"
"ENCREC_006";"39";"Vestfold";"Lågurtfuruskog";"2018-2024";2.12;"Yellow"
"ENCREC_006";"39";"Vestfold";"Naturbeitemark";"2018-2024";2.24;"Yellow"
"ENCREC_006";"39";"Vestfold";"Rik svartorsumpskog";"2018-2024";0.7;"Yellow"
"ENCREC_006";"39";"Vestfold";"Saltpåvirket svartorstrandskog";"2018-2024";0.69;"Yellow"
"ENCREC_006";"39";"Vestfold";"Semi-naturlig eng";"2018-2024";0.7;"Yellow"
"ENCREC_006";"39";"Vestfold";"Slåttemark";"2018-2024";0.65;"Yellow"
"ENCREC_006";"39";"Vestfold";"Store gamle trær";"2018-2024";0.16;"Yellow"
"ENCREC_006";"39";"Vestfold";"Strandeng";"2018-2024";0.03;"Yellow"
"ENCREC_006";"39";"Vestfold";"Viktig bekkedrag";"2018-2024";2.04;"Yellow"
"ENCREC_006";"40";"Telemark";"Eng-aktig sterkt endret fastmark";"2018-2024";4.33;"Yellow"
"ENCREC_006";"40";"Telemark";"Frisk lågurtedellauvskog";"2018-2024";9.94;"Yellow"
"ENCREC_006";"40";"Telemark";"Gammel fattig edellauvskog";"2018-2024";0.85;"Orange"
"ENCREC_006";"40";"Telemark";"Hule eiker";"2018-2024";1.24;"Yellow"
"ENCREC_006";"40";"Telemark";"Middels kalkrik innsjø (Klar intermediær innsjø)";"2018-2024";0.35;"Yellow"
"ENCREC_006";"40";"Telemark";"Naturbeitemark";"2018-2024";6.71;"Orange"
"ENCREC_006";"40";"Telemark";"Parklandskap";"2018-2024";0.01;"Orange"
"ENCREC_006";"42";"Agder";"Eng-aktig sterkt endret fastmark";"2018-2024";0.06;"Yellow"
"ENCREC_006";"42";"Agder";"Frisk lågurtedellauvskog";"2018-2024";0.03;"Yellow"
"ENCREC_006";"42";"Agder";"Frisk rik edellauvskog";"2018-2024";0.28;"Yellow"
"ENCREC_006";"42";"Agder";"Gammel fattig edellauvskog";"2018-2024";1.53;"Yellow"
"ENCREC_006";"42";"Agder";"Gammel furuskog med gamle trær";"2018-2024";0.52;"Yellow"
"ENCREC_006";"42";"Agder";"Hagemark";"2018-2024";0.21;"Orange"
"ENCREC_006";"42";"Agder";"Hule eiker";"2018-2024";0.42;"Yellow"
"ENCREC_006";"42";"Agder";"Kystlynghei";"2018-2024";15.94;"Yellow"
"ENCREC_006";"42";"Agder";"Lågurteikeskog";"2018-2024";3.9;"Yellow"
"ENCREC_006";"42";"Agder";"Lågurtfuruskog";"2018-2024";0.52;"Yellow"
"ENCREC_006";"42";"Agder";"Rik sump- og kildeskog";"2018-2024";0.16;"Orange"
"ENCREC_006";"42";"Agder";"Rik svartorsumpskog";"2018-2024";3.69;"Yellow"
"ENCREC_006";"42";"Agder";"Semi-naturlig eng";"2018-2024";0.05;"Green"
"ENCREC_006";"42";"Agder";"Slåttemark";"2018-2024";0.01;"Yellow"
"ENCREC_006";"42";"Agder";"Strandeng";"2018-2024";0.44;"Yellow"
"ENCREC_006";"42";"Agder";"Strandeng og strandsump";"2018-2024";0.42;"Orange"
"ENCREC_006";"46";"Vestland";"Boreal hei";"2018-2024";2.27;"Yellow"
"ENCREC_006";"46";"Vestland";"Elveslette";"2018-2024";0.09;"Orange"
"ENCREC_006";"46";"Vestland";"Eng-aktig sterkt endret fastmark";"2018-2024";0.42;"Yellow"
"ENCREC_006";"46";"Vestland";"Flomskogsmark";"2018-2024";0.25;"Yellow"
"ENCREC_006";"46";"Vestland";"Frisk lågurtedellauvskog";"2018-2024";0;"Yellow"
"ENCREC_006";"46";"Vestland";"Gammel barskog";"2018-2024";0.6;"Orange"
"ENCREC_006";"46";"Vestland";"Gammel fattig edellauvskog";"2018-2024";0.06;"Orange"
"ENCREC_006";"46";"Vestland";"Hule eiker";"2018-2024";0;"Yellow"
"ENCREC_006";"46";"Vestland";"Kalkfattig og intermediær fjellhei, leside og tundra";"2018-2024";15.21;"Yellow"
"ENCREC_006";"46";"Vestland";"Kystlynghei";"2018-2024";56.2;"Yellow"
"ENCREC_006";"46";"Vestland";"Naturbeitemark";"2018-2024";17.09;"Yellow"
"ENCREC_006";"46";"Vestland";"Rik edellauvskog";"2018-2024";17.25;"Yellow"
"ENCREC_006";"46";"Vestland";"Rik åpen sørlig jordvannsmyr";"2018-2024";0.03;"Yellow"
"ENCREC_006";"46";"Vestland";"Semi-naturlig eng";"2018-2024";4.38;"Yellow"
"ENCREC_006";"46";"Vestland";"Slåttemark";"2018-2024";2.22;"Yellow"
"ENCREC_006";"46";"Vestland";"Store gamle trær";"2018-2024";0.01;"Yellow"
"ENCREC_006";"50";"Trøndelag - Trööndelage";"Boreal hei";"2018-2024";17.9;"Yellow"
"ENCREC_006";"50";"Trøndelag - Trööndelage";"Boreal regnskog";"2018-2024";0.02;"Green"
"ENCREC_006";"50";"Trøndelag - Trööndelage";"Eng-aktig sterkt endret fastmark";"2018-2024";0.11;"Yellow"
"ENCREC_006";"50";"Trøndelag - Trööndelage";"Flomskogsmark";"2018-2024";2.19;"Yellow"
"ENCREC_006";"50";"Trøndelag - Trööndelage";"Frisk lågurtedellauvskog";"2018-2024";0.11;"Yellow"
"ENCREC_006";"50";"Trøndelag - Trööndelage";"Frisk rik edellauvskog";"2018-2024";0.88;"Yellow"
"ENCREC_006";"50";"Trøndelag - Trööndelage";"Gammel furuskog med stående død ved";"2018-2024";0;"Green"
"ENCREC_006";"50";"Trøndelag - Trööndelage";"Gammel granskog med liggende død ved";"2018-2024";0.26;"Yellow"
"ENCREC_006";"50";"Trøndelag - Trööndelage";"Gammel høgstaudegråorskog";"2018-2024";1;"Yellow"
"ENCREC_006";"50";"Trøndelag - Trööndelage";"Gammel lågurtospeskog";"2018-2024";4.31;"Yellow"
"ENCREC_006";"50";"Trøndelag - Trööndelage";"Hagemark";"2018-2024";0.3;"Yellow"
"ENCREC_006";"50";"Trøndelag - Trööndelage";"Hule eiker";"2018-2024";0.14;"Yellow"
"ENCREC_006";"50";"Trøndelag - Trööndelage";"Kalk- og lågurtfuruskog";"2018-2024";0.03;"Yellow"
"ENCREC_006";"50";"Trøndelag - Trööndelage";"Kalkfattig og intermediær fjellhei, leside og tundra";"2018-2024";0.27;"Yellow"
"ENCREC_006";"50";"Trøndelag - Trööndelage";"Kalkfattig og klar bekk eller elv";"2018-2024";0.13;"Yellow"
"ENCREC_006";"50";"Trøndelag - Trööndelage";"Kystlynghei";"2018-2024";71.99;"Yellow"
"ENCREC_006";"50";"Trøndelag - Trööndelage";"Lågurtfuruskog";"2018-2024";0.02;"Yellow"
"ENCREC_006";"50";"Trøndelag - Trööndelage";"Nakent tørkeutsatt kalkberg";"2018-2024";1.57;"Yellow"
"ENCREC_006";"50";"Trøndelag - Trööndelage";"Naturbeitemark";"2018-2024";15.78;"Yellow"
"ENCREC_006";"50";"Trøndelag - Trööndelage";"Rik gransumpskog";"2018-2024";0.38;"Yellow"
"ENCREC_006";"50";"Trøndelag - Trööndelage";"Rik åpen sørlig jordvannsmyr";"2018-2024";0.01;"Yellow"
"ENCREC_006";"50";"Trøndelag - Trööndelage";"Rikmyr";"2018-2024";2.14;"Orange"
"ENCREC_006";"50";"Trøndelag - Trööndelage";"Semi-naturlig eng";"2018-2024";17.2;"Yellow"
"ENCREC_006";"50";"Trøndelag - Trööndelage";"Semi-naturlig strandeng";"2018-2024";0.06;"Yellow"
"ENCREC_006";"50";"Trøndelag - Trööndelage";"Strandeng";"2018-2024";0.59;"Yellow"
"ENCREC_006";"50";"Trøndelag - Trööndelage";"Sørlig nedbørsmyr";"2018-2024";0;"Yellow"
"ENCREC_006";"50";"Trøndelag - Trööndelage";"Åpen flomfastmark";"2018-2024";0.19;"Yellow"
"ENCREC_006";"50";"Trøndelag - Trööndelage";"Åpen flommark";"2018-2024";8.44;"Green"
"ENCREC_006";"55";"Troms – Romsa – Tromssa";"Boreal hei";"2018-2024";0.45;"Yellow"
"ENCREC_006";"55";"Troms – Romsa – Tromssa";"Brakkvannsdelta";"2018-2024";3.45;"Orange"
"ENCREC_006";"55";"Troms – Romsa – Tromssa";"Flomskogsmark";"2018-2024";1.02;"Yellow"
"ENCREC_006";"55";"Troms – Romsa – Tromssa";"Hagemark";"2018-2024";0.22;"Yellow"
"ENCREC_006";"55";"Troms – Romsa – Tromssa";"Kalkrik åpen jordvannsmyr i boreonemoral til nordboreal sone";"2018-2024";0.98;"Yellow"
"ENCREC_006";"55";"Troms – Romsa – Tromssa";"Naturbeitemark";"2018-2024";6.33;"Yellow"
"ENCREC_006";"55";"Troms – Romsa – Tromssa";"Rik åpen jordvannsmyr i mellomboreal sone";"2018-2024";0.33;"Yellow"
"ENCREC_006";"56";"Finnmark – Finnmárku – Finmarkku";"Aktiv skredmark";"2018-2024";0.39;"Yellow"
"ENCREC_006";"56";"Finnmark – Finnmárku – Finmarkku";"Boreal hei";"2018-2024";0.01;"Yellow"
"ENCREC_006";"56";"Finnmark – Finnmárku – Finmarkku";"Flomskogsmark";"2018-2024";17.63;"Yellow"
"ENCREC_006";"56";"Finnmark – Finnmárku – Finmarkku";"Kalkrik fjellhei, leside og tundra";"2018-2024";0.1;"Yellow"
"ENCREC_006";"56";"Finnmark – Finnmárku – Finmarkku";"Naturbeitemark";"2018-2024";2.22;"Yellow"
"ENCREC_006";"56";"Finnmark – Finnmárku – Finmarkku";"Sanddyne";"2018-2024";1.16;"Yellow"
"ENCREC_006";"56";"Finnmark – Finnmárku – Finmarkku";"Åpen flomfastmark";"2018-2024";23.26;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Aktiv skredmark";"2018-2024";0.44;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Boreal hei";"2018-2024";92.76;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Boreal regnskog";"2018-2024";0.02;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Brakkvannsdelta";"2018-2024";3.45;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Dam";"2018-2024";0.05;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Elveslette";"2018-2024";0.09;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Eng-aktig sterkt endret fastmark";"2018-2024";5.84;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Flomskogsmark";"2018-2024";27.94;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Frisk kalkedellauvskog";"2018-2024";3.67;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Frisk kalkgranskog";"2018-2024";0.49;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Frisk lågurtbøkeskog";"2018-2024";0.92;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Frisk lågurtedellauvskog";"2018-2024";20.2;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Frisk lågurtfuruskog";"2018-2024";0.16;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Frisk rik edellauvskog";"2018-2024";5.9;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Gammel barskog";"2018-2024";0.6;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Gammel fattig edellauvskog";"2018-2024";10.81;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Gammel fattig sumpskog";"2018-2024";1.36;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Gammel furudominert naturskog";"2018-2024";6.19;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Gammel furuskog med gamle trær";"2018-2024";13.42;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Gammel furuskog med stående død ved";"2018-2024";4.09;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Gammel grandominert naturskog";"2018-2024";2.09;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Gammel granskog";"2018-2024";11.65;"Yellow"
