"Indikatorens navn";"Fylke nummer";"Kommune nummer";"Kommune navn";"Regnskapsår";"Årlig areal i dekar";"Kumulativ areal i dekar";"Usikkerhet for årlig areal";"Usikkerhet for kumulativ areal"
"ENCACC_001";"18";"1867";"Bø";"2024";8.22;227.67;"Yellow";"Yellow"
"ENCACC_001";"18";"1867";"Bø";"Endring 2018-2024";NA;222.77;"NA";"Yellow"
"ENCACC_001";"18";"1868";"Øksnes";"2018";13.73;13.73;"Yellow";"Yellow"
"ENCACC_001";"18";"1868";"Øksnes";"2019";63.32;77.05;"Yellow";"Yellow"
"ENCACC_001";"18";"1868";"Øksnes";"2020";22.99;100.04;"Yellow";"Yellow"
"ENCACC_001";"18";"1868";"Øksnes";"2021";46.33;146.37;"Yellow";"Yellow"
"ENCACC_001";"18";"1868";"Øksnes";"2022";19.75;166.12;"Yellow";"Yellow"
"ENCACC_001";"18";"1868";"Øksnes";"2023";22.54;188.66;"Green";"Yellow"
"ENCACC_001";"18";"1868";"Øksnes";"2024";2.14;190.8;"Yellow";"Yellow"
"ENCACC_001";"18";"1868";"Øksnes";"Endring 2018-2024";NA;177.07;"NA";"Yellow"
"ENCACC_001";"18";"1870";"Sortland/Suortá";"2018";38.11;38.11;"Yellow";"Yellow"
"ENCACC_001";"18";"1870";"Sortland/Suortá";"2019";61.69;99.8;"Yellow";"Yellow"
"ENCACC_001";"18";"1870";"Sortland/Suortá";"2020";47.5;147.3;"Yellow";"Yellow"
"ENCACC_001";"18";"1870";"Sortland/Suortá";"2021";138.98;286.28;"Yellow";"Yellow"
"ENCACC_001";"18";"1870";"Sortland/Suortá";"2022";113.35;399.63;"Yellow";"Yellow"
"ENCACC_001";"18";"1870";"Sortland/Suortá";"2023";63.35;462.98;"Green";"Yellow"
"ENCACC_001";"18";"1870";"Sortland/Suortá";"2024";19.63;482.61;"Yellow";"Yellow"
"ENCACC_001";"18";"1870";"Sortland/Suortá";"Endring 2018-2024";NA;444.5;"NA";"Yellow"
"ENCACC_001";"18";"1871";"Andøy";"2018";3.39;3.39;"Yellow";"Yellow"
"ENCACC_001";"18";"1871";"Andøy";"2019";10.23;13.62;"Yellow";"Yellow"
"ENCACC_001";"18";"1871";"Andøy";"2020";68.92;82.54;"Yellow";"Yellow"
"ENCACC_001";"18";"1871";"Andøy";"2021";28.89;111.43;"Yellow";"Yellow"
"ENCACC_001";"18";"1871";"Andøy";"2022";144.22;255.65;"Yellow";"Yellow"
"ENCACC_001";"18";"1871";"Andøy";"2023";24.43;280.08;"Green";"Yellow"
"ENCACC_001";"18";"1871";"Andøy";"2024";59.23;339.31;"Yellow";"Yellow"
"ENCACC_001";"18";"1871";"Andøy";"Endring 2018-2024";NA;335.92;"NA";"Yellow"
"ENCACC_001";"18";"1874";"Moskenes";"2018";8.27;8.27;"Yellow";"Yellow"
"ENCACC_001";"18";"1874";"Moskenes";"2019";1.47;9.74;"Yellow";"Yellow"
"ENCACC_001";"18";"1874";"Moskenes";"2020";4.56;14.3;"Yellow";"Yellow"
"ENCACC_001";"18";"1874";"Moskenes";"2021";5.83;20.13;"Yellow";"Yellow"
"ENCACC_001";"18";"1874";"Moskenes";"2022";4.87;25;"Yellow";"Yellow"
"ENCACC_001";"18";"1874";"Moskenes";"2023";0;25;"Green";"Yellow"
"ENCACC_001";"18";"1874";"Moskenes";"2024";0;25;"Yellow";"Yellow"
"ENCACC_001";"18";"1874";"Moskenes";"Endring 2018-2024";NA;16.73;"NA";"Yellow"
"ENCACC_001";"18";"1875";"Hábmer/Hamarøy";"2018";11.83;11.83;"Yellow";"Yellow"
"ENCACC_001";"18";"1875";"Hábmer/Hamarøy";"2019";53.72;65.55;"Yellow";"Yellow"
"ENCACC_001";"18";"1875";"Hábmer/Hamarøy";"2020";28.38;93.93;"Yellow";"Yellow"
"ENCACC_001";"18";"1875";"Hábmer/Hamarøy";"2021";53.93;147.86;"Yellow";"Yellow"
"ENCACC_001";"18";"1875";"Hábmer/Hamarøy";"2022";74.62;222.48;"Yellow";"Yellow"
"ENCACC_001";"18";"1875";"Hábmer/Hamarøy";"2023";46.26;268.74;"Green";"Yellow"
"ENCACC_001";"18";"1875";"Hábmer/Hamarøy";"2024";43.41;312.15;"Yellow";"Yellow"
"ENCACC_001";"18";"1875";"Hábmer/Hamarøy";"Endring 2018-2024";NA;300.32;"NA";"Yellow"
"ENCACC_001";"31";"3101";"Halden";"2018";158.31;158.31;"Yellow";"Yellow"
"ENCACC_001";"31";"3101";"Halden";"2019";274.6;432.91;"Yellow";"Yellow"
"ENCACC_001";"31";"3101";"Halden";"2020";360.54;793.45;"Yellow";"Yellow"
"ENCACC_001";"31";"3101";"Halden";"2021";227.27;1020.72;"Yellow";"Yellow"
"ENCACC_001";"31";"3101";"Halden";"2022";215.04;1235.76;"Yellow";"Yellow"
"ENCACC_001";"31";"3101";"Halden";"2023";128.3;1364.06;"Green";"Yellow"
"ENCACC_001";"31";"3101";"Halden";"2024";30.61;1394.67;"Yellow";"Yellow"
"ENCACC_001";"31";"3101";"Halden";"Endring 2018-2024";NA;1236.36;"NA";"Yellow"
"ENCACC_001";"31";"3103";"Moss";"2018";153.49;153.49;"Yellow";"Yellow"
"ENCACC_001";"31";"3103";"Moss";"2019";162.37;315.86;"Yellow";"Yellow"
"ENCACC_001";"31";"3103";"Moss";"2020";317.47;633.33;"Yellow";"Yellow"
"ENCACC_001";"31";"3103";"Moss";"2021";216.56;849.89;"Yellow";"Yellow"
"ENCACC_001";"31";"3103";"Moss";"2022";392;1241.89;"Yellow";"Yellow"
"ENCACC_001";"31";"3103";"Moss";"2023";259.93;1501.82;"Green";"Yellow"
"ENCACC_001";"31";"3103";"Moss";"2024";19.49;1521.31;"Yellow";"Yellow"
"ENCACC_001";"31";"3103";"Moss";"Endring 2018-2024";NA;1367.82;"NA";"Yellow"
"ENCACC_001";"31";"3105";"Sarpsborg";"2018";152.37;152.37;"Yellow";"Yellow"
"ENCACC_001";"31";"3105";"Sarpsborg";"2019";189.79;342.16;"Yellow";"Yellow"
"ENCACC_001";"31";"3105";"Sarpsborg";"2020";339.84;682;"Yellow";"Yellow"
"ENCACC_001";"31";"3105";"Sarpsborg";"2021";403.24;1085.24;"Yellow";"Yellow"
"ENCACC_001";"31";"3105";"Sarpsborg";"2022";261.71;1346.95;"Yellow";"Yellow"
"ENCACC_001";"31";"3105";"Sarpsborg";"2023";219.64;1566.59;"Green";"Yellow"
"ENCACC_001";"31";"3105";"Sarpsborg";"2024";66.21;1632.8;"Yellow";"Yellow"
"ENCACC_001";"31";"3105";"Sarpsborg";"Endring 2018-2024";NA;1480.43;"NA";"Yellow"
"ENCACC_001";"31";"3107";"Fredrikstad";"2018";178.86;178.86;"Yellow";"Yellow"
"ENCACC_001";"31";"3107";"Fredrikstad";"2019";230.47;409.33;"Yellow";"Yellow"
"ENCACC_001";"31";"3107";"Fredrikstad";"2020";307.33;716.66;"Yellow";"Yellow"
"ENCACC_001";"31";"3107";"Fredrikstad";"2021";349.5;1066.16;"Yellow";"Yellow"
"ENCACC_001";"31";"3107";"Fredrikstad";"2022";274.65;1340.81;"Yellow";"Yellow"
"ENCACC_001";"31";"3107";"Fredrikstad";"2023";345.71;1686.52;"Green";"Yellow"
"ENCACC_001";"31";"3107";"Fredrikstad";"2024";97.95;1784.47;"Yellow";"Yellow"
"ENCACC_001";"31";"3107";"Fredrikstad";"Endring 2018-2024";NA;1605.61;"NA";"Yellow"
"ENCACC_001";"31";"3110";"Hvaler";"2018";21.19;21.19;"Yellow";"Yellow"
"ENCACC_001";"31";"3110";"Hvaler";"2019";32.84;54.03;"Yellow";"Yellow"
"ENCACC_001";"31";"3110";"Hvaler";"2020";78.85;132.88;"Yellow";"Yellow"
"ENCACC_001";"31";"3110";"Hvaler";"2021";116.5;249.38;"Yellow";"Yellow"
"ENCACC_001";"31";"3110";"Hvaler";"2022";64.29;313.67;"Yellow";"Yellow"
"ENCACC_001";"31";"3110";"Hvaler";"2023";16.65;330.32;"Green";"Yellow"
"ENCACC_001";"31";"3110";"Hvaler";"2024";6.24;336.56;"Yellow";"Yellow"
"ENCACC_001";"31";"3110";"Hvaler";"Endring 2018-2024";NA;315.37;"NA";"Yellow"
"ENCACC_001";"31";"3112";"Råde";"2018";53.36;53.36;"Yellow";"Yellow"
"ENCACC_001";"31";"3112";"Råde";"2019";47.84;101.2;"Yellow";"Yellow"
"ENCACC_001";"31";"3112";"Råde";"2020";156.08;257.28;"Yellow";"Yellow"
"ENCACC_001";"31";"3112";"Råde";"2021";165.67;422.95;"Yellow";"Yellow"
"ENCACC_001";"31";"3112";"Råde";"2022";197.26;620.21;"Yellow";"Yellow"
"ENCACC_001";"31";"3112";"Råde";"2023";124.89;745.1;"Green";"Yellow"
"ENCACC_001";"31";"3112";"Råde";"2024";26.68;771.78;"Yellow";"Yellow"
"ENCACC_001";"31";"3112";"Råde";"Endring 2018-2024";NA;718.42;"NA";"Yellow"
"ENCACC_001";"31";"3114";"Våler (Viken)";"2018";93.79;93.79;"Yellow";"Yellow"
"ENCACC_001";"31";"3114";"Våler (Viken)";"2019";107.84;201.63;"Yellow";"Yellow"
"ENCACC_001";"31";"3114";"Våler (Viken)";"2020";154.95;356.58;"Yellow";"Yellow"
"ENCACC_001";"31";"3114";"Våler (Viken)";"2021";216.83;573.41;"Yellow";"Yellow"
"ENCACC_001";"31";"3114";"Våler (Viken)";"2022";179.17;752.58;"Yellow";"Yellow"
"ENCACC_001";"31";"3114";"Våler (Viken)";"2023";168.87;921.45;"Green";"Yellow"
"ENCACC_001";"31";"3114";"Våler (Viken)";"2024";46.9;968.35;"Yellow";"Yellow"
"ENCACC_001";"31";"3114";"Våler (Viken)";"Endring 2018-2024";NA;874.56;"NA";"Yellow"
"ENCACC_001";"31";"3116";"Skiptvet";"2018";38.71;38.71;"Yellow";"Yellow"
"ENCACC_001";"31";"3116";"Skiptvet";"2019";38.5;77.21;"Yellow";"Yellow"
"ENCACC_001";"31";"3116";"Skiptvet";"2020";82.59;159.8;"Yellow";"Yellow"
"ENCACC_001";"31";"3116";"Skiptvet";"2021";70.73;230.53;"Yellow";"Yellow"
"ENCACC_001";"31";"3116";"Skiptvet";"2022";32.36;262.89;"Yellow";"Yellow"
"ENCACC_001";"31";"3116";"Skiptvet";"2023";19.03;281.92;"Green";"Yellow"
"ENCACC_001";"31";"3116";"Skiptvet";"2024";13.03;294.95;"Yellow";"Yellow"
"ENCACC_001";"31";"3116";"Skiptvet";"Endring 2018-2024";NA;256.24;"NA";"Yellow"
"ENCACC_001";"31";"3118";"Indre Østfold";"2018";398.61;398.61;"Yellow";"Yellow"
"ENCACC_001";"31";"3118";"Indre Østfold";"2019";501.21;899.82;"Yellow";"Yellow"
"ENCACC_001";"31";"3118";"Indre Østfold";"2020";951.9;1851.72;"Yellow";"Yellow"
"ENCACC_001";"31";"3118";"Indre Østfold";"2021";621.29;2473.01;"Yellow";"Yellow"
"ENCACC_001";"31";"3118";"Indre Østfold";"2022";583.07;3056.08;"Yellow";"Yellow"
"ENCACC_001";"31";"3118";"Indre Østfold";"2023";443.73;3499.81;"Green";"Yellow"
"ENCACC_001";"31";"3118";"Indre Østfold";"2024";145.04;3644.85;"Yellow";"Yellow"
"ENCACC_001";"31";"3118";"Indre Østfold";"Endring 2018-2024";NA;3246.24;"NA";"Yellow"
"ENCACC_001";"31";"3120";"Rakkestad";"2018";129.95;129.95;"Yellow";"Yellow"
"ENCACC_001";"31";"3120";"Rakkestad";"2019";60.17;190.12;"Yellow";"Yellow"
"ENCACC_001";"31";"3120";"Rakkestad";"2020";240.21;430.33;"Yellow";"Yellow"
"ENCACC_001";"31";"3120";"Rakkestad";"2021";146.45;576.78;"Yellow";"Yellow"
"ENCACC_001";"31";"3120";"Rakkestad";"2022";112.13;688.91;"Yellow";"Yellow"
"ENCACC_001";"31";"3120";"Rakkestad";"2023";107.35;796.26;"Green";"Yellow"
"ENCACC_001";"31";"3120";"Rakkestad";"2024";69.75;866.01;"Yellow";"Yellow"
"ENCACC_001";"31";"3120";"Rakkestad";"Endring 2018-2024";NA;736.06;"NA";"Yellow"
"ENCACC_001";"31";"3122";"Marker";"2018";101.31;101.31;"Yellow";"Yellow"
"ENCACC_001";"31";"3122";"Marker";"2019";119.93;221.24;"Yellow";"Yellow"
"ENCACC_001";"31";"3122";"Marker";"2020";198.92;420.16;"Yellow";"Yellow"
"ENCACC_001";"31";"3122";"Marker";"2021";143.16;563.32;"Yellow";"Yellow"
"ENCACC_001";"31";"3122";"Marker";"2022";171.37;734.69;"Yellow";"Yellow"
"ENCACC_001";"31";"3122";"Marker";"2023";46.83;781.52;"Green";"Yellow"
"ENCACC_001";"31";"3122";"Marker";"2024";28.82;810.34;"Yellow";"Yellow"
"ENCACC_001";"31";"3122";"Marker";"Endring 2018-2024";NA;709.03;"NA";"Yellow"
"ENCACC_001";"31";"3124";"Aremark";"2018";82.95;82.95;"Yellow";"Yellow"
"ENCACC_001";"31";"3124";"Aremark";"2019";37.96;120.91;"Yellow";"Yellow"
"ENCACC_001";"31";"3124";"Aremark";"2020";52.98;173.89;"Yellow";"Yellow"
"ENCACC_001";"31";"3124";"Aremark";"2021";111.41;285.3;"Yellow";"Yellow"
"ENCACC_001";"31";"3124";"Aremark";"2022";67.35;352.65;"Yellow";"Yellow"
"ENCACC_001";"31";"3124";"Aremark";"2023";41.65;394.3;"Green";"Yellow"
"ENCACC_001";"31";"3124";"Aremark";"2024";36.69;430.99;"Yellow";"Yellow"
"ENCACC_001";"31";"3124";"Aremark";"Endring 2018-2024";NA;348.04;"NA";"Yellow"
"ENCACC_001";"32";"3201";"Bærum";"2018";65.68;65.68;"Yellow";"Yellow"
"ENCACC_001";"32";"3201";"Bærum";"2019";83.21;148.89;"Yellow";"Yellow"
"ENCACC_001";"32";"3201";"Bærum";"2020";141.97;290.86;"Yellow";"Yellow"
"ENCACC_001";"32";"3201";"Bærum";"2021";420.14;711;"Yellow";"Yellow"
"ENCACC_001";"32";"3201";"Bærum";"2022";273.02;984.02;"Yellow";"Yellow"
"ENCACC_001";"32";"3201";"Bærum";"2023";152.01;1136.03;"Green";"Yellow"
"ENCACC_001";"32";"3201";"Bærum";"2024";60.02;1196.05;"Yellow";"Yellow"
"ENCACC_001";"32";"3201";"Bærum";"Endring 2018-2024";NA;1130.37;"NA";"Yellow"
"ENCACC_001";"32";"3203";"Asker";"2018";197.82;197.82;"Yellow";"Yellow"
"ENCACC_001";"32";"3203";"Asker";"2019";337.78;535.6;"Yellow";"Yellow"
"ENCACC_001";"32";"3203";"Asker";"2020";731.55;1267.15;"Yellow";"Yellow"
"ENCACC_001";"32";"3203";"Asker";"2021";444.09;1711.24;"Yellow";"Yellow"
"ENCACC_001";"32";"3203";"Asker";"2022";311.64;2022.88;"Yellow";"Yellow"
"ENCACC_001";"32";"3203";"Asker";"2023";259.65;2282.53;"Green";"Yellow"
"ENCACC_001";"32";"3203";"Asker";"2024";84.06;2366.59;"Yellow";"Yellow"
"ENCACC_001";"32";"3203";"Asker";"Endring 2018-2024";NA;2168.77;"NA";"Yellow"
"ENCACC_001";"32";"3205";"Lillestrøm";"2018";499.7;499.7;"Yellow";"Yellow"
"ENCACC_001";"32";"3205";"Lillestrøm";"2019";589.41;1089.11;"Yellow";"Yellow"
"ENCACC_001";"32";"3205";"Lillestrøm";"2020";482.23;1571.34;"Yellow";"Yellow"
"ENCACC_001";"32";"3205";"Lillestrøm";"2021";474.53;2045.87;"Yellow";"Yellow"
"ENCACC_001";"32";"3205";"Lillestrøm";"2022";271.18;2317.05;"Yellow";"Yellow"
"ENCACC_001";"32";"3205";"Lillestrøm";"2023";260.62;2577.67;"Green";"Yellow"
"ENCACC_001";"32";"3205";"Lillestrøm";"2024";67.85;2645.52;"Yellow";"Yellow"
"ENCACC_001";"32";"3205";"Lillestrøm";"Endring 2018-2024";NA;2145.82;"NA";"Yellow"
"ENCACC_001";"32";"3207";"Nordre Follo";"2018";339.98;339.98;"Yellow";"Yellow"
"ENCACC_001";"32";"3207";"Nordre Follo";"2019";237.03;577.01;"Yellow";"Yellow"
"ENCACC_001";"32";"3207";"Nordre Follo";"2020";283.16;860.17;"Yellow";"Yellow"
"ENCACC_001";"32";"3207";"Nordre Follo";"2021";258.49;1118.66;"Yellow";"Yellow"
"ENCACC_001";"32";"3207";"Nordre Follo";"2022";133.54;1252.2;"Yellow";"Yellow"
"ENCACC_001";"32";"3207";"Nordre Follo";"2023";175.6;1427.8;"Green";"Yellow"
"ENCACC_001";"32";"3207";"Nordre Follo";"2024";30.66;1458.46;"Yellow";"Yellow"
"ENCACC_001";"32";"3207";"Nordre Follo";"Endring 2018-2024";NA;1118.48;"NA";"Yellow"
"ENCACC_001";"32";"3209";"Ullensaker";"2018";242.48;242.48;"Yellow";"Yellow"
"ENCACC_001";"32";"3209";"Ullensaker";"2019";486.97;729.45;"Yellow";"Yellow"
"ENCACC_001";"32";"3209";"Ullensaker";"2020";428.64;1158.09;"Yellow";"Yellow"
"ENCACC_001";"32";"3209";"Ullensaker";"2021";505.9;1663.99;"Yellow";"Yellow"
"ENCACC_001";"32";"3209";"Ullensaker";"2022";622.63;2286.62;"Yellow";"Yellow"
"ENCACC_001";"32";"3209";"Ullensaker";"2023";401.77;2688.39;"Green";"Yellow"
"ENCACC_001";"32";"3209";"Ullensaker";"2024";363.48;3051.87;"Yellow";"Yellow"
"ENCACC_001";"32";"3209";"Ullensaker";"Endring 2018-2024";NA;2809.39;"NA";"Yellow"
"ENCACC_001";"32";"3212";"Nesodden";"2018";128.85;128.85;"Yellow";"Yellow"
"ENCACC_001";"32";"3212";"Nesodden";"2019";57.56;186.41;"Yellow";"Yellow"
"ENCACC_001";"32";"3212";"Nesodden";"2020";254.41;440.82;"Yellow";"Yellow"
"ENCACC_001";"32";"3212";"Nesodden";"2021";121.55;562.37;"Yellow";"Yellow"
"ENCACC_001";"32";"3212";"Nesodden";"2022";114.85;677.22;"Yellow";"Yellow"
"ENCACC_001";"32";"3212";"Nesodden";"2023";118.17;795.39;"Green";"Yellow"
"ENCACC_001";"32";"3212";"Nesodden";"2024";18.31;813.7;"Yellow";"Yellow"
"ENCACC_001";"32";"3212";"Nesodden";"Endring 2018-2024";NA;684.85;"NA";"Yellow"
"ENCACC_001";"32";"3214";"Frogn";"2018";134.02;134.02;"Yellow";"Yellow"
"ENCACC_001";"32";"3214";"Frogn";"2019";53.32;187.34;"Yellow";"Yellow"
"ENCACC_001";"32";"3214";"Frogn";"2020";269.76;457.1;"Yellow";"Yellow"
"ENCACC_001";"32";"3214";"Frogn";"2021";222.59;679.69;"Yellow";"Yellow"
"ENCACC_001";"32";"3214";"Frogn";"2022";359.68;1039.37;"Yellow";"Yellow"
"ENCACC_001";"32";"3214";"Frogn";"2023";142.63;1182;"Green";"Yellow"
"ENCACC_001";"32";"3214";"Frogn";"2024";18.72;1200.72;"Yellow";"Yellow"
"ENCACC_001";"32";"3214";"Frogn";"Endring 2018-2024";NA;1066.7;"NA";"Yellow"
"ENCACC_001";"32";"3216";"Vestby";"2018";193.27;193.27;"Yellow";"Yellow"
"ENCACC_001";"32";"3216";"Vestby";"2019";419.89;613.16;"Yellow";"Yellow"
"ENCACC_001";"32";"3216";"Vestby";"2020";333.19;946.35;"Yellow";"Yellow"
"ENCACC_001";"32";"3216";"Vestby";"2021";346.48;1292.83;"Yellow";"Yellow"
"ENCACC_001";"32";"3216";"Vestby";"2022";210.05;1502.88;"Yellow";"Yellow"
"ENCACC_001";"32";"3216";"Vestby";"2023";144.22;1647.1;"Green";"Yellow"
"ENCACC_001";"32";"3216";"Vestby";"2024";68.56;1715.66;"Yellow";"Yellow"
"ENCACC_001";"32";"3216";"Vestby";"Endring 2018-2024";NA;1522.39;"NA";"Yellow"
"ENCACC_001";"32";"3218";"Ås";"2018";49.64;49.64;"Yellow";"Yellow"
"ENCACC_001";"32";"3218";"Ås";"2019";109.07;158.71;"Yellow";"Yellow"
"ENCACC_001";"32";"3218";"Ås";"2020";202.37;361.08;"Yellow";"Yellow"
"ENCACC_001";"32";"3218";"Ås";"2021";281.23;642.31;"Yellow";"Yellow"
"ENCACC_001";"32";"3218";"Ås";"2022";112.81;755.12;"Yellow";"Yellow"
"ENCACC_001";"32";"3218";"Ås";"2023";89.04;844.16;"Green";"Yellow"
"ENCACC_001";"32";"3218";"Ås";"2024";58.35;902.51;"Yellow";"Yellow"
"ENCACC_001";"32";"3218";"Ås";"Endring 2018-2024";NA;852.87;"NA";"Yellow"
"ENCACC_001";"32";"3220";"Enebakk";"2018";258.32;258.32;"Yellow";"Yellow"
"ENCACC_001";"32";"3220";"Enebakk";"2019";165.6;423.92;"Yellow";"Yellow"
"ENCACC_001";"32";"3220";"Enebakk";"2020";244.62;668.54;"Yellow";"Yellow"
"ENCACC_001";"32";"3220";"Enebakk";"2021";355.22;1023.76;"Yellow";"Yellow"
"ENCACC_001";"32";"3220";"Enebakk";"2022";94.37;1118.13;"Yellow";"Yellow"
"ENCACC_001";"32";"3220";"Enebakk";"2023";68.87;1187;"Green";"Yellow"
"ENCACC_001";"32";"3220";"Enebakk";"2024";9.2;1196.2;"Yellow";"Yellow"
"ENCACC_001";"32";"3220";"Enebakk";"Endring 2018-2024";NA;937.88;"NA";"Yellow"
"ENCACC_001";"32";"3222";"Lørenskog";"2018";178.45;178.45;"Yellow";"Yellow"
"ENCACC_001";"32";"3222";"Lørenskog";"2019";39.2;217.65;"Yellow";"Yellow"
"ENCACC_001";"32";"3222";"Lørenskog";"2020";72.36;290.01;"Yellow";"Yellow"
"ENCACC_001";"32";"3222";"Lørenskog";"2021";70.46;360.47;"Yellow";"Yellow"
"ENCACC_001";"32";"3222";"Lørenskog";"2022";94.44;454.91;"Yellow";"Yellow"
"ENCACC_001";"32";"3222";"Lørenskog";"2023";44.87;499.78;"Green";"Yellow"
"ENCACC_001";"32";"3222";"Lørenskog";"2024";9.7;509.48;"Yellow";"Yellow"
"ENCACC_001";"32";"3222";"Lørenskog";"Endring 2018-2024";NA;331.03;"NA";"Yellow"
"ENCACC_001";"32";"3224";"Rælingen";"2018";134.69;134.69;"Yellow";"Yellow"
"ENCACC_001";"32";"3224";"Rælingen";"2019";164.54;299.23;"Yellow";"Yellow"
"ENCACC_001";"32";"3224";"Rælingen";"2020";88.18;387.41;"Yellow";"Yellow"
"ENCACC_001";"32";"3224";"Rælingen";"2021";112.6;500.01;"Yellow";"Yellow"
"ENCACC_001";"32";"3224";"Rælingen";"2022";50.93;550.94;"Yellow";"Yellow"
"ENCACC_001";"32";"3224";"Rælingen";"2023";97.04;647.98;"Green";"Yellow"
"ENCACC_001";"32";"3224";"Rælingen";"2024";36.44;684.42;"Yellow";"Yellow"
"ENCACC_001";"32";"3224";"Rælingen";"Endring 2018-2024";NA;549.73;"NA";"Yellow"
"ENCACC_001";"32";"3226";"Aurskog-Høland";"2018";355.64;355.64;"Yellow";"Yellow"
"ENCACC_001";"32";"3226";"Aurskog-Høland";"2019";244.14;599.78;"Yellow";"Yellow"
"ENCACC_001";"32";"3226";"Aurskog-Høland";"2020";320.61;920.39;"Yellow";"Yellow"
"ENCACC_001";"32";"3226";"Aurskog-Høland";"2021";399.78;1320.17;"Yellow";"Yellow"
"ENCACC_001";"32";"3226";"Aurskog-Høland";"2022";291.54;1611.71;"Yellow";"Yellow"
"ENCACC_001";"32";"3226";"Aurskog-Høland";"2023";244.61;1856.32;"Green";"Yellow"
"ENCACC_001";"32";"3226";"Aurskog-Høland";"2024";70.49;1926.81;"Yellow";"Yellow"
"ENCACC_001";"32";"3226";"Aurskog-Høland";"Endring 2018-2024";NA;1571.17;"NA";"Yellow"
"ENCACC_001";"32";"3228";"Nes";"2018";274.21;274.21;"Yellow";"Yellow"
"ENCACC_001";"32";"3228";"Nes";"2019";251.32;525.53;"Yellow";"Yellow"
"ENCACC_001";"32";"3228";"Nes";"2020";313.84;839.37;"Yellow";"Yellow"
"ENCACC_001";"32";"3228";"Nes";"2021";349.36;1188.73;"Yellow";"Yellow"
"ENCACC_001";"32";"3228";"Nes";"2022";153.28;1342.01;"Yellow";"Yellow"
"ENCACC_001";"32";"3228";"Nes";"2023";198.68;1540.69;"Green";"Yellow"
"ENCACC_001";"32";"3228";"Nes";"2024";39.62;1580.31;"Yellow";"Yellow"
"ENCACC_001";"32";"3228";"Nes";"Endring 2018-2024";NA;1306.1;"NA";"Yellow"
"ENCACC_001";"32";"3230";"Gjerdrum";"2018";33.32;33.32;"Yellow";"Yellow"
"ENCACC_001";"32";"3230";"Gjerdrum";"2019";76.92;110.24;"Yellow";"Yellow"
"ENCACC_001";"32";"3230";"Gjerdrum";"2020";68.79;179.03;"Yellow";"Yellow"
"ENCACC_001";"32";"3230";"Gjerdrum";"2021";237.07;416.1;"Yellow";"Yellow"
"ENCACC_001";"32";"3230";"Gjerdrum";"2022";34.33;450.43;"Yellow";"Yellow"
"ENCACC_001";"32";"3230";"Gjerdrum";"2023";41.88;492.31;"Green";"Yellow"
"ENCACC_001";"32";"3230";"Gjerdrum";"2024";4.8;497.11;"Yellow";"Yellow"
"ENCACC_001";"32";"3230";"Gjerdrum";"Endring 2018-2024";NA;463.79;"NA";"Yellow"
"ENCACC_001";"32";"3232";"Nittedal";"2018";74.76;74.76;"Yellow";"Yellow"
"ENCACC_001";"32";"3232";"Nittedal";"2019";55.64;130.4;"Yellow";"Yellow"
"ENCACC_001";"32";"3232";"Nittedal";"2020";172.43;302.83;"Yellow";"Yellow"
"ENCACC_001";"32";"3232";"Nittedal";"2021";234.58;537.41;"Yellow";"Yellow"
"ENCACC_001";"32";"3232";"Nittedal";"2022";94.82;632.23;"Yellow";"Yellow"
"ENCACC_001";"32";"3232";"Nittedal";"2023";54.82;687.05;"Green";"Yellow"
"ENCACC_001";"32";"3232";"Nittedal";"2024";26.94;713.99;"Yellow";"Yellow"
"ENCACC_001";"32";"3232";"Nittedal";"Endring 2018-2024";NA;639.23;"NA";"Yellow"
"ENCACC_001";"32";"3234";"Lunner";"2018";120.01;120.01;"Yellow";"Yellow"
"ENCACC_001";"32";"3234";"Lunner";"2019";67.42;187.43;"Yellow";"Yellow"
"ENCACC_001";"32";"3234";"Lunner";"2020";247.76;435.19;"Yellow";"Yellow"
"ENCACC_001";"32";"3234";"Lunner";"2021";196.11;631.3;"Yellow";"Yellow"
"ENCACC_001";"32";"3234";"Lunner";"2022";239.57;870.87;"Yellow";"Yellow"
"ENCACC_001";"32";"3234";"Lunner";"2023";104.28;975.15;"Green";"Yellow"
"ENCACC_001";"32";"3234";"Lunner";"2024";136.79;1111.94;"Yellow";"Yellow"
"ENCACC_001";"32";"3234";"Lunner";"Endring 2018-2024";NA;991.93;"NA";"Yellow"
"ENCACC_001";"32";"3236";"Jevnaker";"2018";80.25;80.25;"Yellow";"Yellow"
"ENCACC_001";"32";"3236";"Jevnaker";"2019";36.49;116.74;"Yellow";"Yellow"
"ENCACC_001";"32";"3236";"Jevnaker";"2020";408.85;525.59;"Yellow";"Yellow"
"ENCACC_001";"32";"3236";"Jevnaker";"2021";556.04;1081.63;"Yellow";"Yellow"
"ENCACC_001";"32";"3236";"Jevnaker";"2022";98.67;1180.3;"Yellow";"Yellow"
"ENCACC_001";"32";"3236";"Jevnaker";"2023";53.45;1233.75;"Green";"Yellow"
"ENCACC_001";"32";"3236";"Jevnaker";"2024";16.15;1249.9;"Yellow";"Yellow"
"ENCACC_001";"32";"3236";"Jevnaker";"Endring 2018-2024";NA;1169.65;"NA";"Yellow"
"ENCACC_001";"32";"3238";"Nannestad";"2018";177.48;177.48;"Yellow";"Yellow"
"ENCACC_001";"32";"3238";"Nannestad";"2019";207.27;384.75;"Yellow";"Yellow"
