"Indikatorens navn";"Fylke nummer";"Kommune nummer";"Kommune navn";"Regnskapsår";"Årlig areal i dekar";"Kumulativ areal i dekar";"Usikkerhet for årlig areal";"Usikkerhet for kumulativ areal"
"ENCREC_001";"11";"1145";"Bokn";"2024";3.52;47.37;"Yellow";"Yellow"
"ENCREC_001";"11";"1145";"Bokn";"Endring 2018-2024";NA;45.83;"NA";"Yellow"
"ENCREC_001";"11";"1146";"Tysvær";"2018";1.15;1.15;"Yellow";"Yellow"
"ENCREC_001";"11";"1146";"Tysvær";"2019";2.26;3.41;"Yellow";"Yellow"
"ENCREC_001";"11";"1146";"Tysvær";"2020";8.14;11.55;"Yellow";"Yellow"
"ENCREC_001";"11";"1146";"Tysvær";"2021";2.04;13.59;"Yellow";"Yellow"
"ENCREC_001";"11";"1146";"Tysvær";"2022";19.09;32.68;"Yellow";"Yellow"
"ENCREC_001";"11";"1146";"Tysvær";"2023";8.16;40.84;"Yellow";"Yellow"
"ENCREC_001";"11";"1146";"Tysvær";"2024";1.92;42.76;"Yellow";"Yellow"
"ENCREC_001";"11";"1146";"Tysvær";"Endring 2018-2024";NA;41.61;"NA";"Yellow"
"ENCREC_001";"11";"1149";"Karmøy";"2018";12.48;12.48;"Yellow";"Yellow"
"ENCREC_001";"11";"1149";"Karmøy";"2019";38.22;50.7;"Yellow";"Yellow"
"ENCREC_001";"11";"1149";"Karmøy";"2020";59.66;110.36;"Yellow";"Yellow"
"ENCREC_001";"11";"1149";"Karmøy";"2021";58.29;168.65;"Yellow";"Yellow"
"ENCREC_001";"11";"1149";"Karmøy";"2022";45.32;213.97;"Yellow";"Yellow"
"ENCREC_001";"11";"1149";"Karmøy";"2023";50.35;264.32;"Yellow";"Yellow"
"ENCREC_001";"11";"1149";"Karmøy";"2024";15.09;279.41;"Yellow";"Yellow"
"ENCREC_001";"11";"1149";"Karmøy";"Endring 2018-2024";NA;266.93;"NA";"Yellow"
"ENCREC_001";"11";"1151";"Utsira";"2018";0.07;0.07;"Yellow";"Yellow"
"ENCREC_001";"11";"1151";"Utsira";"2019";0;0.07;"Yellow";"Yellow"
"ENCREC_001";"11";"1151";"Utsira";"2020";0.14;0.21;"Yellow";"Yellow"
"ENCREC_001";"11";"1151";"Utsira";"2021";0.6;0.81;"Yellow";"Yellow"
"ENCREC_001";"11";"1151";"Utsira";"2022";2.45;3.26;"Yellow";"Yellow"
"ENCREC_001";"11";"1151";"Utsira";"2023";0;3.26;"Green";"Yellow"
"ENCREC_001";"11";"1151";"Utsira";"2024";0;3.26;"Yellow";"Yellow"
"ENCREC_001";"11";"1151";"Utsira";"Endring 2018-2024";NA;3.19;"NA";"Yellow"
"ENCREC_001";"11";"1160";"Vindafjord";"2018";0.99;0.99;"Yellow";"Yellow"
"ENCREC_001";"11";"1160";"Vindafjord";"2019";3.48;4.47;"Yellow";"Yellow"
"ENCREC_001";"11";"1160";"Vindafjord";"2020";5.22;9.69;"Yellow";"Yellow"
"ENCREC_001";"11";"1160";"Vindafjord";"2021";8.76;18.45;"Yellow";"Yellow"
"ENCREC_001";"11";"1160";"Vindafjord";"2022";11.02;29.47;"Yellow";"Yellow"
"ENCREC_001";"11";"1160";"Vindafjord";"2023";23.07;52.54;"Yellow";"Yellow"
"ENCREC_001";"11";"1160";"Vindafjord";"2024";2.99;55.53;"Yellow";"Yellow"
"ENCREC_001";"11";"1160";"Vindafjord";"Endring 2018-2024";NA;54.54;"NA";"Yellow"
"ENCREC_001";"15";"1505";"Kristiansund";"2018";9.93;9.93;"Yellow";"Yellow"
"ENCREC_001";"15";"1505";"Kristiansund";"2019";28.73;38.66;"Yellow";"Yellow"
"ENCREC_001";"15";"1505";"Kristiansund";"2020";16.13;54.79;"Yellow";"Yellow"
"ENCREC_001";"15";"1505";"Kristiansund";"2021";7.27;62.06;"Yellow";"Yellow"
"ENCREC_001";"15";"1505";"Kristiansund";"2022";19.39;81.45;"Yellow";"Yellow"
"ENCREC_001";"15";"1505";"Kristiansund";"2023";16.89;98.34;"Green";"Yellow"
"ENCREC_001";"15";"1505";"Kristiansund";"2024";27.06;125.4;"Yellow";"Yellow"
"ENCREC_001";"15";"1505";"Kristiansund";"Endring 2018-2024";NA;115.47;"NA";"Yellow"
"ENCREC_001";"15";"1506";"Molde";"2018";24.63;24.63;"Yellow";"Yellow"
"ENCREC_001";"15";"1506";"Molde";"2019";45.41;70.04;"Yellow";"Yellow"
"ENCREC_001";"15";"1506";"Molde";"2020";91.17;161.21;"Yellow";"Yellow"
"ENCREC_001";"15";"1506";"Molde";"2021";115.87;277.08;"Yellow";"Yellow"
"ENCREC_001";"15";"1506";"Molde";"2022";258.14;535.22;"Yellow";"Yellow"
"ENCREC_001";"15";"1506";"Molde";"2023";77.41;612.63;"Green";"Yellow"
"ENCREC_001";"15";"1506";"Molde";"2024";12.85;625.48;"Yellow";"Yellow"
"ENCREC_001";"15";"1506";"Molde";"Endring 2018-2024";NA;600.85;"NA";"Yellow"
"ENCREC_001";"15";"1508";"Ålesund";"2018";6.21;6.21;"Orange";"Orange"
"ENCREC_001";"15";"1508";"Ålesund";"2019";16.58;22.79;"Yellow";"Orange"
"ENCREC_001";"15";"1508";"Ålesund";"2020";32.92;55.71;"Yellow";"Yellow"
"ENCREC_001";"15";"1508";"Ålesund";"2021";59.28;114.99;"Yellow";"Yellow"
"ENCREC_001";"15";"1508";"Ålesund";"2022";78.14;193.13;"Yellow";"Yellow"
"ENCREC_001";"15";"1508";"Ålesund";"2023";102.64;295.77;"Green";"Yellow"
"ENCREC_001";"15";"1508";"Ålesund";"2024";40.07;335.84;"Yellow";"Yellow"
"ENCREC_001";"15";"1508";"Ålesund";"Endring 2018-2024";NA;329.63;"NA";"Orange"
"ENCREC_001";"15";"1516";"Ulstein";"2018";3.12;3.12;"Yellow";"Yellow"
"ENCREC_001";"15";"1516";"Ulstein";"2019";0.9;4.02;"Yellow";"Yellow"
"ENCREC_001";"15";"1516";"Ulstein";"2020";14.96;18.98;"Yellow";"Yellow"
"ENCREC_001";"15";"1516";"Ulstein";"2021";9.28;28.26;"Yellow";"Yellow"
"ENCREC_001";"15";"1516";"Ulstein";"2022";6.37;34.63;"Yellow";"Yellow"
"ENCREC_001";"15";"1516";"Ulstein";"2023";8.01;42.64;"Yellow";"Yellow"
"ENCREC_001";"15";"1516";"Ulstein";"2024";1.31;43.95;"Yellow";"Yellow"
"ENCREC_001";"15";"1516";"Ulstein";"Endring 2018-2024";NA;40.83;"NA";"Yellow"
"ENCREC_001";"15";"1517";"Hareid";"2018";0.61;0.61;"Yellow";"Yellow"
"ENCREC_001";"15";"1517";"Hareid";"2019";0.37;0.98;"Yellow";"Yellow"
"ENCREC_001";"15";"1517";"Hareid";"2020";3.07;4.05;"Yellow";"Yellow"
"ENCREC_001";"15";"1517";"Hareid";"2021";1.15;5.2;"Yellow";"Yellow"
"ENCREC_001";"15";"1517";"Hareid";"2022";5.09;10.29;"Yellow";"Yellow"
"ENCREC_001";"15";"1517";"Hareid";"2023";11.38;21.67;"Green";"Yellow"
"ENCREC_001";"15";"1517";"Hareid";"2024";5.3;26.97;"Yellow";"Yellow"
"ENCREC_001";"15";"1517";"Hareid";"Endring 2018-2024";NA;26.36;"NA";"Yellow"
"ENCREC_001";"15";"1520";"Ørsta";"2018";47.03;47.03;"Yellow";"Yellow"
"ENCREC_001";"15";"1520";"Ørsta";"2019";34.47;81.5;"Yellow";"Yellow"
"ENCREC_001";"15";"1520";"Ørsta";"2020";23.94;105.44;"Yellow";"Yellow"
"ENCREC_001";"15";"1520";"Ørsta";"2021";43.65;149.09;"Yellow";"Yellow"
"ENCREC_001";"15";"1520";"Ørsta";"2022";27.09;176.18;"Yellow";"Yellow"
"ENCREC_001";"15";"1520";"Ørsta";"2023";30.16;206.34;"Green";"Yellow"
"ENCREC_001";"15";"1520";"Ørsta";"2024";55.6;261.94;"Yellow";"Yellow"
"ENCREC_001";"15";"1520";"Ørsta";"Endring 2018-2024";NA;214.91;"NA";"Yellow"
"ENCREC_001";"15";"1531";"Sula";"2018";0;0;"Yellow";"Yellow"
"ENCREC_001";"15";"1531";"Sula";"2019";0.24;0.24;"Yellow";"Yellow"
"ENCREC_001";"15";"1531";"Sula";"2020";0.2;0.44;"Yellow";"Yellow"
"ENCREC_001";"15";"1531";"Sula";"2021";2.65;3.09;"Yellow";"Yellow"
"ENCREC_001";"15";"1531";"Sula";"2022";2.55;5.64;"Yellow";"Yellow"
"ENCREC_001";"15";"1531";"Sula";"2023";1.37;7.01;"Yellow";"Yellow"
"ENCREC_001";"15";"1531";"Sula";"2024";0;7.01;"Yellow";"Yellow"
"ENCREC_001";"15";"1531";"Sula";"Endring 2018-2024";NA;7.01;"NA";"Yellow"
"ENCREC_001";"15";"1532";"Giske";"2018";0.51;0.51;"Yellow";"Yellow"
"ENCREC_001";"15";"1532";"Giske";"2019";2.71;3.22;"Yellow";"Yellow"
"ENCREC_001";"15";"1532";"Giske";"2020";6.31;9.53;"Yellow";"Yellow"
"ENCREC_001";"15";"1532";"Giske";"2021";1.23;10.76;"Yellow";"Yellow"
"ENCREC_001";"15";"1532";"Giske";"2022";3.36;14.12;"Orange";"Yellow"
"ENCREC_001";"15";"1532";"Giske";"2023";2.39;16.51;"Yellow";"Yellow"
"ENCREC_001";"15";"1532";"Giske";"2024";2.41;18.92;"Orange";"Yellow"
"ENCREC_001";"15";"1532";"Giske";"Endring 2018-2024";NA;18.41;"NA";"Yellow"
"ENCREC_001";"15";"1547";"Aukra";"2018";0.55;0.55;"Yellow";"Yellow"
"ENCREC_001";"15";"1547";"Aukra";"2019";0.02;0.57;"Yellow";"Yellow"
"ENCREC_001";"15";"1547";"Aukra";"2020";3.24;3.81;"Yellow";"Yellow"
"ENCREC_001";"15";"1547";"Aukra";"2021";7.28;11.09;"Yellow";"Yellow"
"ENCREC_001";"15";"1547";"Aukra";"2022";5.21;16.3;"Yellow";"Yellow"
"ENCREC_001";"15";"1547";"Aukra";"2023";16.17;32.47;"Green";"Yellow"
"ENCREC_001";"15";"1547";"Aukra";"2024";0.23;32.7;"Yellow";"Yellow"
"ENCREC_001";"15";"1547";"Aukra";"Endring 2018-2024";NA;32.15;"NA";"Yellow"
"ENCREC_001";"15";"1563";"Sunndal";"2018";0;0;"Yellow";"Yellow"
"ENCREC_001";"15";"1563";"Sunndal";"2019";5.07;5.07;"Yellow";"Yellow"
