"Indikatorens navn";"Fylke nummer";"Kommune nummer";"Kommune navn";"Natur typer";"Regnskapsperiode";"Areal verdsatte naturtyper gått tapt (dekar)";"Usikkerhet for areal i regnskapsperiode"
"ENCREC_005";"15";"1514";"Sande";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1514";"Sande";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1514";"Sande";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1514";"Sande";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1514";"Sande";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1515";"Herøy (Møre og Romsdal)";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1515";"Herøy (Møre og Romsdal)";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1515";"Herøy (Møre og Romsdal)";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1515";"Herøy (Møre og Romsdal)";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1515";"Herøy (Møre og Romsdal)";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1515";"Herøy (Møre og Romsdal)";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1515";"Herøy (Møre og Romsdal)";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1515";"Herøy (Møre og Romsdal)";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1525";"Stranda";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1525";"Stranda";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1525";"Stranda";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1525";"Stranda";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1525";"Stranda";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1525";"Stranda";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1525";"Stranda";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1525";"Stranda";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1528";"Sykkylven";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1528";"Sykkylven";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1528";"Sykkylven";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1528";"Sykkylven";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1528";"Sykkylven";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1528";"Sykkylven";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1528";"Sykkylven";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1528";"Sykkylven";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1535";"Vestnes";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1535";"Vestnes";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1535";"Vestnes";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1535";"Vestnes";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1535";"Vestnes";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1535";"Vestnes";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1535";"Vestnes";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1535";"Vestnes";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1539";"Rauma";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1539";"Rauma";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1539";"Rauma";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1539";"Rauma";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1539";"Rauma";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1539";"Rauma";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1539";"Rauma";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1539";"Rauma";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1554";"Averøy";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1554";"Averøy";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1554";"Averøy";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1554";"Averøy";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1554";"Averøy";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1554";"Averøy";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1554";"Averøy";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1554";"Averøy";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1557";"Gjemnes";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1557";"Gjemnes";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1557";"Gjemnes";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1557";"Gjemnes";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1557";"Gjemnes";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1557";"Gjemnes";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1557";"Gjemnes";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1557";"Gjemnes";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1560";"Tingvoll";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1560";"Tingvoll";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1560";"Tingvoll";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1560";"Tingvoll";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1560";"Tingvoll";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1560";"Tingvoll";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1560";"Tingvoll";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1560";"Tingvoll";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1573";"Smøla";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1573";"Smøla";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1573";"Smøla";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1573";"Smøla";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1573";"Smøla";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1573";"Smøla";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1573";"Smøla";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1573";"Smøla";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1576";"Aure";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1576";"Aure";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1576";"Aure";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1576";"Aure";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1576";"Aure";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1576";"Aure";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1576";"Aure";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"15";"1576";"Aure";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1848";"Steigen";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1848";"Steigen";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1848";"Steigen";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1848";"Steigen";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1848";"Steigen";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1848";"Steigen";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1848";"Steigen";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1848";"Steigen";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"31";"3116";"Skiptvet";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"31";"3116";"Skiptvet";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"31";"3116";"Skiptvet";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"31";"3116";"Skiptvet";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"31";"3116";"Skiptvet";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"31";"3116";"Skiptvet";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"31";"3116";"Skiptvet";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"31";"3116";"Skiptvet";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"31";"3124";"Aremark";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"31";"3124";"Aremark";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"31";"3124";"Aremark";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"31";"3124";"Aremark";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"31";"3124";"Aremark";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"31";"3124";"Aremark";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"31";"3124";"Aremark";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"31";"3124";"Aremark";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"32";"3222";"Lørenskog";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"32";"3222";"Lørenskog";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"32";"3222";"Lørenskog";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"32";"3222";"Lørenskog";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"32";"3222";"Lørenskog";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"32";"3222";"Lørenskog";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"32";"3222";"Lørenskog";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"32";"3222";"Lørenskog";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"32";"3236";"Jevnaker";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"32";"3236";"Jevnaker";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"32";"3236";"Jevnaker";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"32";"3236";"Jevnaker";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"32";"3236";"Jevnaker";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"32";"3236";"Jevnaker";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"32";"3236";"Jevnaker";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"32";"3236";"Jevnaker";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"33";"3330";"Hol";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"33";"3330";"Hol";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"33";"3330";"Hol";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"33";"3330";"Hol";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"33";"3330";"Hol";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"33";"3330";"Hol";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"33";"3330";"Hol";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"33";"3330";"Hol";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3407";"Gjøvik";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3407";"Gjøvik";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3407";"Gjøvik";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3407";"Gjøvik";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3407";"Gjøvik";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3407";"Gjøvik";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3407";"Gjøvik";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3407";"Gjøvik";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3417";"Grue";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3417";"Grue";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3417";"Grue";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3417";"Grue";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3417";"Grue";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3417";"Grue";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3417";"Grue";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3417";"Grue";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3418";"Åsnes";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3418";"Åsnes";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3418";"Åsnes";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3418";"Åsnes";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3418";"Åsnes";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3418";"Åsnes";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3418";"Åsnes";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3418";"Åsnes";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3430";"Os";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3430";"Os";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3430";"Os";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3430";"Os";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3430";"Os";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3430";"Os";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3430";"Os";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3430";"Os";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3431";"Dovre";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3431";"Dovre";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3431";"Dovre";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3431";"Dovre";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3431";"Dovre";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3431";"Dovre";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3431";"Dovre";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3431";"Dovre";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3432";"Lesja";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3432";"Lesja";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3432";"Lesja";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3432";"Lesja";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3432";"Lesja";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3432";"Lesja";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3432";"Lesja";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3432";"Lesja";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3434";"Lom";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3434";"Lom";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3434";"Lom";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3434";"Lom";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3434";"Lom";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3434";"Lom";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3434";"Lom";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3434";"Lom";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3436";"Nord-Fron";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3436";"Nord-Fron";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3436";"Nord-Fron";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3436";"Nord-Fron";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3436";"Nord-Fron";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3436";"Nord-Fron";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3436";"Nord-Fron";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3436";"Nord-Fron";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3438";"Sør-Fron";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3438";"Sør-Fron";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3438";"Sør-Fron";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3438";"Sør-Fron";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3438";"Sør-Fron";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3438";"Sør-Fron";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3438";"Sør-Fron";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3438";"Sør-Fron";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3439";"Ringebu";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3439";"Ringebu";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3439";"Ringebu";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3439";"Ringebu";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3439";"Ringebu";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3439";"Ringebu";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3439";"Ringebu";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3439";"Ringebu";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3443";"Vestre Toten";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3443";"Vestre Toten";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3443";"Vestre Toten";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3443";"Vestre Toten";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3443";"Vestre Toten";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3443";"Vestre Toten";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3443";"Vestre Toten";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3443";"Vestre Toten";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3446";"Gran";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3446";"Gran";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3446";"Gran";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3446";"Gran";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3446";"Gran";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3446";"Gran";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3446";"Gran";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3446";"Gran";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3447";"Søndre Land";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3447";"Søndre Land";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3447";"Søndre Land";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3447";"Søndre Land";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3447";"Søndre Land";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3447";"Søndre Land";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3447";"Søndre Land";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3447";"Søndre Land";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3448";"Nordre Land";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3448";"Nordre Land";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3448";"Nordre Land";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3448";"Nordre Land";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3448";"Nordre Land";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3448";"Nordre Land";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3448";"Nordre Land";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3448";"Nordre Land";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3449";"Sør-Aurdal";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3449";"Sør-Aurdal";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3449";"Sør-Aurdal";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3449";"Sør-Aurdal";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3449";"Sør-Aurdal";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3449";"Sør-Aurdal";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3449";"Sør-Aurdal";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3449";"Sør-Aurdal";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3452";"Vestre Slidre";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3452";"Vestre Slidre";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3452";"Vestre Slidre";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3452";"Vestre Slidre";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3452";"Vestre Slidre";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3452";"Vestre Slidre";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3452";"Vestre Slidre";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3452";"Vestre Slidre";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3453";"Øystre Slidre";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3453";"Øystre Slidre";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3453";"Øystre Slidre";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3453";"Øystre Slidre";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3453";"Øystre Slidre";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3453";"Øystre Slidre";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3453";"Øystre Slidre";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"34";"3453";"Øystre Slidre";NA;"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"40";"4001";"Porsgrunn";NA;"2018-2024";NA;"Data ikke tilgjengelig"
