"Indikatorens navn";"Fylke nummer";"Kommune nummer";"Kommune navn";"Natur typer";"Regnskapsperiode";"Areal verdsatte naturtyper gått tapt (dekar)";"Usikkerhet for areal i regnskapsperiode"
"ENCREC_005";"18";"1811";"Bindal";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1811";"Bindal";"Ingen";"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1812";"Sømna";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1812";"Sømna";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1812";"Sømna";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1812";"Sømna";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1812";"Sømna";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1812";"Sømna";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1812";"Sømna";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1812";"Sømna";"Ingen";"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1813";"Brønnøy";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1813";"Brønnøy";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1813";"Brønnøy";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1813";"Brønnøy";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1813";"Brønnøy";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1813";"Brønnøy";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1813";"Brønnøy";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1813";"Brønnøy";"Ingen";"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1815";"Vega";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1815";"Vega";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1815";"Vega";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1815";"Vega";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1815";"Vega";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1815";"Vega";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1815";"Vega";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1815";"Vega";"Ingen";"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1816";"Vevelstad";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1816";"Vevelstad";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1816";"Vevelstad";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1816";"Vevelstad";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1816";"Vevelstad";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1816";"Vevelstad";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1816";"Vevelstad";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1816";"Vevelstad";"Ingen";"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1820";"Alstahaug";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1820";"Alstahaug";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1820";"Alstahaug";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1820";"Alstahaug";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1820";"Alstahaug";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1820";"Alstahaug";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1820";"Alstahaug";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1820";"Alstahaug";"Ingen";"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1822";"Leirfjord";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1822";"Leirfjord";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1822";"Leirfjord";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1822";"Leirfjord";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1822";"Leirfjord";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1822";"Leirfjord";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1822";"Leirfjord";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1822";"Leirfjord";"Ingen";"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1824";"Vefsn";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1824";"Vefsn";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1824";"Vefsn";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1824";"Vefsn";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1824";"Vefsn";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1824";"Vefsn";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1824";"Vefsn";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1824";"Vefsn";"Ingen";"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1825";"Grane";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1825";"Grane";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1825";"Grane";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1825";"Grane";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1825";"Grane";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1825";"Grane";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1825";"Grane";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1825";"Grane";"Ingen";"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1826";"Aarborte/Hattfjelldal";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1826";"Aarborte/Hattfjelldal";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1826";"Aarborte/Hattfjelldal";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1826";"Aarborte/Hattfjelldal";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1826";"Aarborte/Hattfjelldal";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1826";"Aarborte/Hattfjelldal";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1826";"Aarborte/Hattfjelldal";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1826";"Aarborte/Hattfjelldal";"Ingen";"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1827";"Dønna";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1827";"Dønna";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1827";"Dønna";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1827";"Dønna";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1827";"Dønna";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1827";"Dønna";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1827";"Dønna";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1827";"Dønna";"Ingen";"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1828";"Nesna";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1828";"Nesna";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1828";"Nesna";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1828";"Nesna";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1828";"Nesna";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1828";"Nesna";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1828";"Nesna";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1828";"Nesna";"Ingen";"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1832";"Hemnes";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1832";"Hemnes";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1832";"Hemnes";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1832";"Hemnes";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1832";"Hemnes";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1832";"Hemnes";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1832";"Hemnes";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1832";"Hemnes";"Ingen";"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1834";"Lurøy";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1834";"Lurøy";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1834";"Lurøy";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1834";"Lurøy";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1834";"Lurøy";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1834";"Lurøy";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1834";"Lurøy";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1834";"Lurøy";"Ingen";"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1835";"Træna";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1835";"Træna";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1835";"Træna";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1835";"Træna";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1835";"Træna";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1835";"Træna";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1835";"Træna";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1835";"Træna";"Ingen";"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1836";"Rødøy";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1836";"Rødøy";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1836";"Rødøy";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1836";"Rødøy";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1836";"Rødøy";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1836";"Rødøy";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1836";"Rødøy";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1836";"Rødøy";"Ingen";"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1837";"Meløy";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1837";"Meløy";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1837";"Meløy";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1837";"Meløy";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1837";"Meløy";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1837";"Meløy";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1837";"Meløy";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1837";"Meløy";"Ingen";"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1839";"Beiarn";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1839";"Beiarn";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1839";"Beiarn";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1839";"Beiarn";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1839";"Beiarn";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1839";"Beiarn";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1839";"Beiarn";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1839";"Beiarn";"Ingen";"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1840";"Saltdal";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1840";"Saltdal";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1840";"Saltdal";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1840";"Saltdal";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1840";"Saltdal";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1840";"Saltdal";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1840";"Saltdal";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1840";"Saltdal";"Ingen";"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1856";"Røst";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1856";"Røst";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1856";"Røst";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1856";"Røst";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1856";"Røst";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1856";"Røst";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1856";"Røst";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1856";"Røst";"Ingen";"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1857";"Værøy";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1857";"Værøy";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1857";"Værøy";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1857";"Værøy";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1857";"Værøy";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1857";"Værøy";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1857";"Værøy";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1857";"Værøy";"Ingen";"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1859";"Flakstad";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1859";"Flakstad";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1859";"Flakstad";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1859";"Flakstad";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1859";"Flakstad";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1859";"Flakstad";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1859";"Flakstad";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1859";"Flakstad";"Ingen";"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1866";"Hadsel";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1866";"Hadsel";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1866";"Hadsel";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1866";"Hadsel";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1866";"Hadsel";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1866";"Hadsel";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1866";"Hadsel";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1866";"Hadsel";"Ingen";"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1867";"Bø";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1867";"Bø";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1867";"Bø";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1867";"Bø";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1867";"Bø";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1867";"Bø";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1867";"Bø";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1867";"Bø";"Ingen";"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1868";"Øksnes";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1868";"Øksnes";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1868";"Øksnes";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1868";"Øksnes";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1868";"Øksnes";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1868";"Øksnes";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1868";"Øksnes";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1868";"Øksnes";"Ingen";"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1870";"Sortland/Suortá";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1870";"Sortland/Suortá";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1870";"Sortland/Suortá";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1870";"Sortland/Suortá";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1870";"Sortland/Suortá";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1870";"Sortland/Suortá";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1870";"Sortland/Suortá";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1870";"Sortland/Suortá";"Ingen";"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1871";"Andøy";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1871";"Andøy";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1871";"Andøy";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1871";"Andøy";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1871";"Andøy";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1871";"Andøy";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1871";"Andøy";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1871";"Andøy";"Ingen";"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1874";"Moskenes";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1874";"Moskenes";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1874";"Moskenes";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1874";"Moskenes";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1874";"Moskenes";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1874";"Moskenes";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1874";"Moskenes";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1874";"Moskenes";"Ingen";"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1875";"Hábmer/Hamarøy";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1875";"Hábmer/Hamarøy";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1875";"Hábmer/Hamarøy";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1875";"Hábmer/Hamarøy";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1875";"Hábmer/Hamarøy";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1875";"Hábmer/Hamarøy";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1875";"Hábmer/Hamarøy";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"18";"1875";"Hábmer/Hamarøy";"Ingen";"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"31";"3114";"Våler (Viken)";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"31";"3114";"Våler (Viken)";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"31";"3114";"Våler (Viken)";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"31";"3114";"Våler (Viken)";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"31";"3114";"Våler (Viken)";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"31";"3114";"Våler (Viken)";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"31";"3114";"Våler (Viken)";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"31";"3114";"Våler (Viken)";"Ingen";"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"31";"3122";"Marker";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"31";"3122";"Marker";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"31";"3122";"Marker";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"31";"3122";"Marker";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"31";"3122";"Marker";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"31";"3122";"Marker";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"31";"3122";"Marker";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"31";"3122";"Marker";"Ingen";"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"32";"3224";"Rælingen";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"32";"3224";"Rælingen";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"32";"3224";"Rælingen";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"32";"3224";"Rælingen";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"32";"3224";"Rælingen";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"32";"3224";"Rælingen";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"32";"3224";"Rælingen";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"32";"3224";"Rælingen";"Ingen";"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"32";"3226";"Aurskog-Høland";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"32";"3226";"Aurskog-Høland";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"32";"3226";"Aurskog-Høland";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"32";"3226";"Aurskog-Høland";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"32";"3226";"Aurskog-Høland";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"32";"3226";"Aurskog-Høland";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"32";"3226";"Aurskog-Høland";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
"ENCREC_005";"32";"3226";"Aurskog-Høland";"Ingen";"2018-2024";NA;"Data ikke tilgjengelig"
"ENCREC_005";"32";"3230";"Gjerdrum";"Ingen";"2018-2024";0;"Data ikke tilgjengelig"
