"Indikatorens navn";"Fylke nummer";"Kommune nummer";"Kommune navn";"Verdsatte naturtype";"Regnskapsperiode";"Areal verdsatte naturtyper gått tapt (dekar)";"Usikkerhet for areal i regnskapsperiode"
"ENCACC_002";"33";"3310";"Hole";"Eng-aktig sterkt endret fastmark";"2018-2024";0.79;"Yellow"
"ENCACC_002";"33";"3310";"Hole";"Flomskogsmark";"2018-2024";0.68;"Yellow"
"ENCACC_002";"33";"3310";"Hole";"Frisk lågurtedellauvskog";"2018-2024";0.01;"Yellow"
"ENCACC_002";"33";"3310";"Hole";"Hagemark";"2018-2024";0.45;"Yellow"
"ENCACC_002";"33";"3310";"Hole";"Kalk- og lågurtfuruskog";"2018-2024";0.28;"Yellow"
"ENCACC_002";"33";"3310";"Hole";"Kalkbarskog";"2018-2024";1.86;"Yellow"
"ENCACC_002";"33";"3310";"Hole";"Kalkedellauvskog";"2018-2024";0.07;"Yellow"
"ENCACC_002";"33";"3310";"Hole";"Kalkfuruskog";"2018-2024";1.38;"Yellow"
"ENCACC_002";"33";"3310";"Hole";"Kalkrik alm-lind-hasselskog";"2018-2024";0.8;"Yellow"
"ENCACC_002";"33";"3310";"Hole";"Kalkrik helofyttsump";"2018-2024";0;"Yellow"
"ENCACC_002";"33";"3310";"Hole";"Lågurtedellauvskog";"2018-2024";0.39;"Yellow"
"ENCACC_002";"33";"3310";"Hole";"Lågurtfuruskog";"2018-2024";2.74;"Yellow"
"ENCACC_002";"33";"3310";"Hole";"Naturbeitemark";"2018-2024";1.06;"Orange"
"ENCACC_002";"33";"3310";"Hole";"Rik edellauvskog";"2018-2024";5.62;"Yellow"
"ENCACC_002";"33";"3310";"Hole";"Rik sandfuruskog";"2018-2024";0;"Yellow"
"ENCACC_002";"33";"3310";"Hole";"Semi-naturlig eng";"2018-2024";0.74;"Yellow"
"ENCACC_002";"33";"3310";"Hole";"Slåttemark";"2018-2024";0.08;"Yellow"
"ENCACC_002";"33";"3310";"Hole";"Store gamle trær";"2018-2024";0.32;"Yellow"
"ENCACC_002";"33";"3310";"Hole";"Åpen kalkmark";"2018-2024";0.3;"Yellow"
"ENCACC_002";"33";"3312";"Lier";"Frisk kalkgranskog";"2018-2024";0.39;"Yellow"
"ENCACC_002";"33";"3312";"Lier";"Frisk lågurtedellauvskog";"2018-2024";3.68;"Yellow"
"ENCACC_002";"33";"3312";"Lier";"Gammel furuskog med gamle trær";"2018-2024";0;"Yellow"
"ENCACC_002";"33";"3312";"Lier";"Hagemark";"2018-2024";0.13;"Yellow"
"ENCACC_002";"33";"3312";"Lier";"Hule eiker";"2018-2024";1.38;"Yellow"
"ENCACC_002";"33";"3312";"Lier";"Høgstaude-edellauvskog";"2018-2024";0.05;"Yellow"
"ENCACC_002";"33";"3312";"Lier";"Kalkrik alm-lind-hasselskog";"2018-2024";1.34;"Yellow"
"ENCACC_002";"33";"3312";"Lier";"Kalkrik helofyttsump";"2018-2024";0.03;"Yellow"
"ENCACC_002";"33";"3312";"Lier";"Lågurtedellauvskog";"2018-2024";2.67;"Yellow"
"ENCACC_002";"33";"3312";"Lier";"Lågurtfuruskog";"2018-2024";5.06;"Yellow"
"ENCACC_002";"33";"3312";"Lier";"Naturbeitemark";"2018-2024";0.12;"Yellow"
"ENCACC_002";"33";"3312";"Lier";"Rik edellauvskog";"2018-2024";7.06;"Yellow"
"ENCACC_002";"33";"3312";"Lier";"Store gamle trær";"2018-2024";0;"Yellow"
"ENCACC_002";"33";"3314";"Øvre Eiker";"Eng-aktig sterkt endret fastmark";"2018-2024";0.22;"Yellow"
"ENCACC_002";"33";"3314";"Øvre Eiker";"Kalkedellauvskog";"2018-2024";0.06;"Yellow"
"ENCACC_002";"33";"3314";"Øvre Eiker";"Kalkrik alm-lind-hasselskog";"2018-2024";4.19;"Yellow"
"ENCACC_002";"33";"3314";"Øvre Eiker";"Naturbeitemark";"2018-2024";0;"Yellow"
"ENCACC_002";"33";"3314";"Øvre Eiker";"Ravinedal";"2018-2024";1.57;"Yellow"
"ENCACC_002";"33";"3316";"Modum";"Høgstaudegranskog";"2018-2024";0.02;"Yellow"
"ENCACC_002";"33";"3316";"Modum";"Naturbeitemark";"2018-2024";1.46;"Yellow"
"ENCACC_002";"33";"3316";"Modum";"Rik sandfuruskog";"2018-2024";0.79;"Yellow"
"ENCACC_002";"33";"3316";"Modum";"Semi-naturlig eng";"2018-2024";0.11;"Yellow"
"ENCACC_002";"33";"3318";"Krødsherad";"Boreal hei";"2018-2024";21.53;"Yellow"
"ENCACC_002";"33";"3318";"Krødsherad";"Gammel fattig sumpskog";"2018-2024";1.36;"Yellow"
"ENCACC_002";"33";"3318";"Krødsherad";"Gammel granskog med gamle trær";"2018-2024";0.02;"Yellow"
"ENCACC_002";"33";"3318";"Krødsherad";"Høgereligende og nordlig nedbørsmyr";"2018-2024";27.02;"Yellow"
"ENCACC_002";"33";"3318";"Krødsherad";"Lågurtfuruskog";"2018-2024";0.3;"Yellow"
"ENCACC_002";"33";"3318";"Krødsherad";"Semi-naturlig eng";"2018-2024";0;"Yellow"
"ENCACC_002";"33";"3320";"Flå";"Gammel grandominert naturskog";"2018-2024";2.09;"Yellow"
"ENCACC_002";"33";"3320";"Flå";"Gammel granskog";"2018-2024";11.23;"Yellow"
"ENCACC_002";"33";"3320";"Flå";"Gammel granskog med gamle trær";"2018-2024";0.04;"Yellow"
"ENCACC_002";"33";"3322";"Nesbyen";"Boreal hei";"2018-2024";6.13;"Yellow"
"ENCACC_002";"33";"3322";"Nesbyen";"Flomskogsmark";"2018-2024";0.02;"Yellow"
"ENCACC_002";"33";"3322";"Nesbyen";"Kroksjøer, flomdammer og meandrerende elveparti";"2018-2024";2.42;"Yellow"
"ENCACC_002";"33";"3322";"Nesbyen";"Rik barskog";"2018-2024";0;"Yellow"
"ENCACC_002";"33";"3322";"Nesbyen";"Semi-naturlig eng";"2018-2024";0.63;"Yellow"
"ENCACC_002";"33";"3324";"Gol";"Boreal hei";"2018-2024";23.56;"Yellow"
"ENCACC_002";"33";"3324";"Gol";"Naturbeitemark";"2018-2024";11.32;"Yellow"
"ENCACC_002";"33";"3324";"Gol";"Semi-naturlig eng";"2018-2024";0.43;"Yellow"
"ENCACC_002";"33";"3324";"Gol";"Semi-naturlig myr";"2018-2024";0.01;"Yellow"
"ENCACC_002";"33";"3324";"Gol";"Slåttemark";"2018-2024";0.25;"Yellow"
"ENCACC_002";"33";"3324";"Gol";"Slåttemyr";"2018-2024";0.46;"Yellow"
"ENCACC_002";"33";"3326";"Hemsedal";"Boreal hei";"2018-2024";7.99;"Yellow"
"ENCACC_002";"33";"3326";"Hemsedal";"Eng-aktig sterkt endret fastmark";"2018-2024";0.99;"Yellow"
"ENCACC_002";"33";"3326";"Hemsedal";"Fossepåvirket berg";"2018-2024";0.06;"Yellow"
"ENCACC_002";"33";"3326";"Hemsedal";"Naturbeitemark";"2018-2024";5.41;"Yellow"
"ENCACC_002";"33";"3326";"Hemsedal";"Semi-naturlig eng";"2018-2024";1.53;"Yellow"
"ENCACC_002";"33";"3328";"Ål";"Boreal hei";"2018-2024";39.19;"Yellow"
"ENCACC_002";"33";"3328";"Ål";"Naturbeitemark";"2018-2024";3.31;"Yellow"
"ENCACC_002";"33";"3328";"Ål";"Semi-naturlig myr";"2018-2024";0;"Yellow"
"ENCACC_002";"33";"3328";"Ål";"Slåttemark";"2018-2024";0.98;"Yellow"
"ENCACC_002";"33";"3330";"Hol";"Boreal hei";"2018-2024";22.83;"Yellow"
"ENCACC_002";"33";"3330";"Hol";"Flomskogsmark";"2018-2024";0.57;"Yellow"
"ENCACC_002";"33";"3330";"Hol";"Gammel furuskog med liggende død ved";"2018-2024";0.07;"Yellow"
"ENCACC_002";"33";"3330";"Hol";"Hagemark";"2018-2024";10.24;"Yellow"
"ENCACC_002";"33";"3330";"Hol";"Kalkbjørkeskog";"2018-2024";0.03;"Yellow"
"ENCACC_002";"33";"3330";"Hol";"Naturbeitemark";"2018-2024";12.16;"Yellow"
"ENCACC_002";"33";"3330";"Hol";"Semi-naturlig eng";"2018-2024";8.11;"Yellow"
"ENCACC_002";"33";"3330";"Hol";"Semi-naturlig våteng";"2018-2024";1.85;"Yellow"
"ENCACC_002";"33";"3330";"Hol";"Slåttemark";"2018-2024";4.88;"Yellow"
"ENCACC_002";"33";"3332";"Sigdal";"Boreal hei";"2018-2024";14.74;"Yellow"
"ENCACC_002";"33";"3332";"Sigdal";"Gammel granskog";"2018-2024";0.31;"Yellow"
"ENCACC_002";"33";"3332";"Sigdal";"Gammel granskog med gamle trær";"2018-2024";6.51;"Yellow"
"ENCACC_002";"33";"3332";"Sigdal";"Gammel granskog med liggende død ved";"2018-2024";0.48;"Yellow"
"ENCACC_002";"33";"3332";"Sigdal";"Semi-naturlig eng";"2018-2024";2.99;"Yellow"
"ENCACC_002";"33";"3332";"Sigdal";"Slåttemark";"2018-2024";0;"Yellow"
"ENCACC_002";"33";"3334";"Flesberg";"Eng-aktig sterkt endret fastmark";"2018-2024";0.1;"Yellow"
"ENCACC_002";"33";"3334";"Flesberg";"Gammel furuskog med stående død ved";"2018-2024";3.92;"Yellow"
"ENCACC_002";"33";"3334";"Flesberg";"Slåttemark";"2018-2024";1.42;"Orange"
"ENCACC_002";"33";"3336";"Rollag";"Boreal hei";"2018-2024";0.4;"Yellow"
"ENCACC_002";"33";"3336";"Rollag";"Gammel granskog med gamle trær";"2018-2024";5.82;"Yellow"
"ENCACC_002";"33";"3338";"Nore og Uvdal";"Boreal hei";"2018-2024";0.33;"Yellow"
"ENCACC_002";"33";"3338";"Nore og Uvdal";"Rik sandfuruskog";"2018-2024";2.01;"Yellow"
"ENCACC_002";"33";"3338";"Nore og Uvdal";"Semi-naturlig eng";"2018-2024";0.25;"Yellow"
"ENCACC_002";"34";"3401";"Kongsvinger";"Eng-aktig sterkt endret fastmark";"2018-2024";0.08;"Yellow"
"ENCACC_002";"34";"3401";"Kongsvinger";"Gammel lågurtgranskog";"2018-2024";0;"Yellow"
"ENCACC_002";"34";"3401";"Kongsvinger";"Semi-naturlig eng";"2018-2024";0.04;"Yellow"
"ENCACC_002";"34";"3403";"Hamar";"Flommarksskog";"2018-2024";0.4;"Yellow"
"ENCACC_002";"34";"3405";"Lillehammer";"Naturbeitemark";"2018-2024";0.19;"Yellow"
"ENCACC_002";"34";"3405";"Lillehammer";"Slåttemark";"2018-2024";0.03;"Yellow"
"ENCACC_002";"34";"3407";"Gjøvik";"Eng-aktig sterkt endret fastmark";"2018-2024";0.82;"Yellow"
"ENCACC_002";"34";"3407";"Gjøvik";"Flomskogsmark";"2018-2024";0.18;"Yellow"
"ENCACC_002";"34";"3407";"Gjøvik";"Frisk kalkgranskog";"2018-2024";0.35;"Yellow"
"ENCACC_002";"34";"3407";"Gjøvik";"Lågurtedellauvskog";"2018-2024";2.71;"Yellow"
"ENCACC_002";"34";"3407";"Gjøvik";"Lågurtfuruskog";"2018-2024";3.76;"Yellow"
"ENCACC_002";"34";"3407";"Gjøvik";"Naturbeitemark";"2018-2024";0.05;"Yellow"
"ENCACC_002";"34";"3407";"Gjøvik";"Småbiotoper";"2018-2024";0.04;"Yellow"
"ENCACC_002";"34";"3407";"Gjøvik";"Åpen flomfastmark";"2018-2024";0.18;"Yellow"
"ENCACC_002";"34";"3411";"Ringsaker";"Artsrik veikant";"2018-2024";1.07;"Yellow"
"ENCACC_002";"34";"3411";"Ringsaker";"Eng-aktig sterkt endret fastmark";"2018-2024";1.35;"Yellow"
"ENCACC_002";"34";"3411";"Ringsaker";"Frisk kalkgranskog";"2018-2024";1.01;"Yellow"
"ENCACC_002";"34";"3411";"Ringsaker";"Gammel granskog med gamle trær";"2018-2024";0.26;"Yellow"
"ENCACC_002";"34";"3411";"Ringsaker";"Gammel høgstaudegråorskog";"2018-2024";0.1;"Yellow"
"ENCACC_002";"34";"3411";"Ringsaker";"Hagemark";"2018-2024";0.96;"Yellow"
"ENCACC_002";"34";"3411";"Ringsaker";"Lågurtalm-lind-hasselskog";"2018-2024";0.73;"Yellow"
"ENCACC_002";"34";"3411";"Ringsaker";"Mudderbank";"2018-2024";0.08;"Yellow"
"ENCACC_002";"34";"3411";"Ringsaker";"Naturbeitemark";"2018-2024";14.63;"Yellow"
"ENCACC_002";"34";"3411";"Ringsaker";"Semi-naturlig eng";"2018-2024";2.63;"Yellow"
"ENCACC_002";"34";"3411";"Ringsaker";"Slåttemark";"2018-2024";0.86;"Orange"
"ENCACC_002";"34";"3411";"Ringsaker";"Småbiotoper";"2018-2024";0.35;"Yellow"
"ENCACC_002";"34";"3411";"Ringsaker";"Store gamle trær";"2018-2024";0.05;"Yellow"
"ENCACC_002";"34";"3411";"Ringsaker";"Svært tørkeutsatt sørlig kalkberg";"2018-2024";0.03;"Yellow"
"ENCACC_002";"34";"3411";"Ringsaker";"Tørkeutsatt kalkgranskog";"2018-2024";1.67;"Yellow"
"ENCACC_002";"34";"3411";"Ringsaker";"Åpen kalkmark";"2018-2024";0.17;"Yellow"
"ENCACC_002";"34";"3412";"Løten";"Lågurtfuruskog";"2018-2024";4.12;"Yellow"
"ENCACC_002";"34";"3413";"Stange";"Eng-aktig sterkt endret fastmark";"2018-2024";0.97;"Yellow"
"ENCACC_002";"34";"3413";"Stange";"Hagemark";"2018-2024";4.13;"Yellow"
"ENCACC_002";"34";"3413";"Stange";"Middels kalkrik innsjø (Klar intermediær innsjø)";"2018-2024";0.04;"Yellow"
"ENCACC_002";"34";"3413";"Stange";"Naturbeitemark";"2018-2024";0.12;"Yellow"
"ENCACC_002";"34";"3413";"Stange";"Rik kulturlandskapssjø";"2018-2024";0.62;"Yellow"
"ENCACC_002";"34";"3413";"Stange";"Viktig bekkedrag";"2018-2024";0.46;"Orange"
"ENCACC_002";"34";"3415";"Sør-Odal";"Flommarksskog";"2018-2024";1;"Yellow"
"ENCACC_002";"34";"3415";"Sør-Odal";"Flomskogsmark";"2018-2024";0.64;"Yellow"
"ENCACC_002";"34";"3416";"Eidskog";"Erstatningsbiotoper på berg og åpen jord";"2018-2024";10.41;"Yellow"
"ENCACC_002";"34";"3417";"Grue";"Intakt lavlandsmyr i innlandet";"2018-2024";0.2;"Yellow"
"ENCACC_002";"34";"3420";"Elverum";"Lågurtfuruskog";"2018-2024";0.29;"Yellow"
"ENCACC_002";"34";"3420";"Elverum";"Rik sandfuruskog";"2018-2024";0.76;"Yellow"
"ENCACC_002";"34";"3420";"Elverum";"Sandfuruskog";"2018-2024";0.01;"Yellow"
"ENCACC_002";"34";"3427";"Tynset";"Kroksjøer, flomdammer og meandrerende elveparti";"2018-2024";0.09;"Yellow"
"ENCACC_002";"34";"3427";"Tynset";"Rikmyr";"2018-2024";1.41;"Yellow"
"ENCACC_002";"34";"3428";"Alvdal";"Slåttemark";"2018-2024";0.02;"Yellow"
"ENCACC_002";"34";"3428";"Alvdal";"Åpen flommark";"2018-2024";0.04;"Yellow"
"ENCACC_002";"34";"3431";"Dovre";"Boreal hei";"2018-2024";0.33;"Yellow"
"ENCACC_002";"34";"3431";"Dovre";"Naturbeitemark";"2018-2024";0.04;"Yellow"
"ENCACC_002";"34";"3432";"Lesja";"Sandfuruskog";"2018-2024";0.56;"Yellow"
"ENCACC_002";"34";"3434";"Lom";"Åpen flomfastmark";"2018-2024";0.21;"Yellow"
"ENCACC_002";"34";"3435";"Vågå";"Kalkbarskog";"2018-2024";2.8;"Yellow"
"ENCACC_002";"34";"3435";"Vågå";"Sandfuruskog";"2018-2024";0.22;"Yellow"
"ENCACC_002";"34";"3436";"Nord-Fron";"Naturbeitemark";"2018-2024";22.27;"Yellow"
"ENCACC_002";"34";"3437";"Sel";"Naturbeitemark";"2018-2024";0;"Yellow"
"ENCACC_002";"34";"3438";"Sør-Fron";"Flomskogsmark";"2018-2024";0.19;"Yellow"
"ENCACC_002";"34";"3438";"Sør-Fron";"Hagemark";"2018-2024";1.12;"Yellow"
"ENCACC_002";"34";"3438";"Sør-Fron";"Naturbeitemark";"2018-2024";22;"Yellow"
"ENCACC_002";"34";"3439";"Ringebu";"Boreal hei";"2018-2024";0;"Yellow"
"ENCACC_002";"34";"3439";"Ringebu";"Flomskogsmark";"2018-2024";2.74;"Yellow"
"ENCACC_002";"34";"3439";"Ringebu";"Gammel granskog";"2018-2024";0.52;"Yellow"
"ENCACC_002";"34";"3439";"Ringebu";"Gammel granskog med gamle trær";"2018-2024";0.36;"Yellow"
"ENCACC_002";"34";"3439";"Ringebu";"Kalkrik helofyttsump";"2018-2024";0.02;"Yellow"
"ENCACC_002";"34";"3439";"Ringebu";"Naturbeitemark";"2018-2024";1.32;"Yellow"
"ENCACC_002";"34";"3439";"Ringebu";"Åpen flomfastmark";"2018-2024";2.18;"Yellow"
"ENCACC_002";"34";"3441";"Gausdal";"Slåttemark";"2018-2024";0.01;"Yellow"
"ENCACC_002";"34";"3442";"Østre Toten";"Eng-aktig sterkt endret fastmark";"2018-2024";0.32;"Yellow"
"ENCACC_002";"34";"3442";"Østre Toten";"Flomskogsmark";"2018-2024";5.94;"Yellow"
"ENCACC_002";"34";"3442";"Østre Toten";"Frisk kalkgranskog";"2018-2024";0.01;"Yellow"
"ENCACC_002";"34";"3442";"Østre Toten";"Gammel høgstaudegråorskog";"2018-2024";0.26;"Yellow"
"ENCACC_002";"34";"3442";"Østre Toten";"Gammel lågurtgranskog";"2018-2024";0.58;"Yellow"
"ENCACC_002";"34";"3442";"Østre Toten";"Hagemark";"2018-2024";0.63;"Yellow"
"ENCACC_002";"34";"3442";"Østre Toten";"Høgstaudegranskog";"2018-2024";0.57;"Yellow"
"ENCACC_002";"34";"3442";"Østre Toten";"Kalkbarskog";"2018-2024";0.7;"Yellow"
"ENCACC_002";"34";"3442";"Østre Toten";"Kalkbarskog, grandominert";"2018-2024";0.2;"Yellow"
"ENCACC_002";"34";"3442";"Østre Toten";"Kalkfuruskog";"2018-2024";0.29;"Yellow"
"ENCACC_002";"34";"3442";"Østre Toten";"Lågurtfuruskog";"2018-2024";2.39;"Yellow"
"ENCACC_002";"34";"3442";"Østre Toten";"Naturbeitemark";"2018-2024";3.65;"Yellow"
"ENCACC_002";"34";"3442";"Østre Toten";"Semi-naturlig eng";"2018-2024";0.91;"Yellow"
"ENCACC_002";"34";"3442";"Østre Toten";"Slåttemark";"2018-2024";0.06;"Yellow"
"ENCACC_002";"34";"3442";"Østre Toten";"Åpen flomfastmark";"2018-2024";0.07;"Yellow"
"ENCACC_002";"34";"3443";"Vestre Toten";"Eng-aktig sterkt endret fastmark";"2018-2024";2.7;"Yellow"
"ENCACC_002";"34";"3443";"Vestre Toten";"Frisk kalkgranskog";"2018-2024";0.77;"Yellow"
"ENCACC_002";"34";"3443";"Vestre Toten";"Høgstaudegranskog";"2018-2024";0.77;"Yellow"
"ENCACC_002";"34";"3443";"Vestre Toten";"Naturbeitemark";"2018-2024";2.11;"Yellow"
"ENCACC_002";"34";"3443";"Vestre Toten";"Semi-naturlig eng";"2018-2024";8.1;"Yellow"
"ENCACC_002";"34";"3443";"Vestre Toten";"Slåttemark";"2018-2024";5.03;"Yellow"
"ENCACC_002";"34";"3446";"Gran";"Eng-aktig sterkt endret fastmark";"2018-2024";2.22;"Yellow"
"ENCACC_002";"34";"3446";"Gran";"Flomskogsmark";"2018-2024";0.85;"Yellow"
"ENCACC_002";"34";"3446";"Gran";"Frisk kalkgranskog";"2018-2024";1.26;"Yellow"
"ENCACC_002";"34";"3446";"Gran";"Gammel granskog med gamle trær";"2018-2024";0.01;"Yellow"
"ENCACC_002";"34";"3446";"Gran";"Gammel lågurtgranskog";"2018-2024";0.07;"Yellow"
"ENCACC_002";"34";"3446";"Gran";"Hagemark";"2018-2024";3.2;"Yellow"
"ENCACC_002";"34";"3446";"Gran";"Kalkfuruskog";"2018-2024";1.51;"Yellow"
"ENCACC_002";"34";"3446";"Gran";"Kalkrik helofyttsump";"2018-2024";0.03;"Yellow"
"ENCACC_002";"34";"3446";"Gran";"Lågurtfuruskog";"2018-2024";1.65;"Yellow"
"ENCACC_002";"34";"3446";"Gran";"Naturbeitemark";"2018-2024";8.76;"Yellow"
"ENCACC_002";"34";"3446";"Gran";"Semi-naturlig eng";"2018-2024";0.99;"Yellow"
"ENCACC_002";"34";"3446";"Gran";"Slåttemark";"2018-2024";1.28;"Yellow"
"ENCACC_002";"34";"3446";"Gran";"Åpen grunnlendt kalkrik mark i sørboreal sone";"2018-2024";0.03;"Yellow"
"ENCACC_002";"34";"3447";"Søndre Land";"Naturbeitemark";"2018-2024";0.35;"Yellow"
"ENCACC_002";"34";"3447";"Søndre Land";"Slåttemark";"2018-2024";0.82;"Orange"
"ENCACC_002";"34";"3447";"Søndre Land";"Viktig bekkedrag";"2018-2024";0.02;"Yellow"
"ENCACC_002";"34";"3448";"Nordre Land";"Bekkekløft og bergvegg";"2018-2024";0.92;"Yellow"
"ENCACC_002";"34";"3448";"Nordre Land";"Eng-aktig sterkt endret fastmark";"2018-2024";0.01;"Yellow"
"ENCACC_002";"34";"3448";"Nordre Land";"Naturbeitemark";"2018-2024";2.65;"Yellow"
"ENCACC_002";"34";"3448";"Nordre Land";"Semi-naturlig eng";"2018-2024";0.37;"Yellow"
"ENCACC_002";"34";"3448";"Nordre Land";"Slåttemark";"2018-2024";0;"Yellow"
"ENCACC_002";"34";"3449";"Sør-Aurdal";"Slåttemark";"2018-2024";0.96;"Orange"
"ENCACC_002";"34";"3451";"Nord-Aurdal";"Boreal hei";"2018-2024";11.92;"Yellow"
"ENCACC_002";"34";"3451";"Nord-Aurdal";"Hagemark";"2018-2024";0.95;"Yellow"
"ENCACC_002";"34";"3451";"Nord-Aurdal";"Høgstaudegranskog";"2018-2024";0.78;"Yellow"
"ENCACC_002";"34";"3451";"Nord-Aurdal";"Naturbeitemark";"2018-2024";0.1;"Yellow"
"ENCACC_002";"34";"3451";"Nord-Aurdal";"Rik gransumpskog";"2018-2024";1.43;"Yellow"
"ENCACC_002";"34";"3451";"Nord-Aurdal";"Semi-naturlig eng";"2018-2024";2.46;"Yellow"
"ENCACC_002";"34";"3451";"Nord-Aurdal";"Småbiotoper";"2018-2024";0.2;"Yellow"
"ENCACC_002";"34";"3452";"Vestre Slidre";"Boreal hei";"2018-2024";8.64;"Yellow"
"ENCACC_002";"34";"3452";"Vestre Slidre";"Eng-aktig sterkt endret fastmark";"2018-2024";1.03;"Yellow"
"ENCACC_002";"34";"3452";"Vestre Slidre";"Gammel furuskog med stående død ved";"2018-2024";8.83;"Yellow"
"ENCACC_002";"34";"3452";"Vestre Slidre";"Gammel granskog med liggende død ved";"2018-2024";0.06;"Yellow"
"ENCACC_002";"34";"3452";"Vestre Slidre";"Gammel lågurtgranskog";"2018-2024";2.38;"Yellow"
"ENCACC_002";"34";"3452";"Vestre Slidre";"Hagemark";"2018-2024";1.84;"Yellow"
"ENCACC_002";"34";"3452";"Vestre Slidre";"Kalkbjørkeskog";"2018-2024";2.3;"Yellow"
"ENCACC_002";"34";"3452";"Vestre Slidre";"Naturbeitemark";"2018-2024";2.31;"Yellow"
"ENCACC_002";"34";"3452";"Vestre Slidre";"Semi-naturlig eng";"2018-2024";2.02;"Yellow"
"ENCACC_002";"34";"3452";"Vestre Slidre";"Slåttemark";"2018-2024";0.15;"Yellow"
"ENCACC_002";"34";"3453";"Øystre Slidre";"Boreal hei";"2018-2024";0.09;"Yellow"
"ENCACC_002";"34";"3453";"Øystre Slidre";"Eng-aktig sterkt endret fastmark";"2018-2024";0.02;"Yellow"
"ENCACC_002";"34";"3453";"Øystre Slidre";"Gammel granskog med gamle trær";"2018-2024";0.31;"Yellow"
"ENCACC_002";"34";"3453";"Øystre Slidre";"Hagemark";"2018-2024";4.51;"Yellow"
"ENCACC_002";"34";"3453";"Øystre Slidre";"Kalkbjørkeskog";"2018-2024";0;"Yellow"
"ENCACC_002";"34";"3453";"Øystre Slidre";"Naturbeitemark";"2018-2024";0.9;"Yellow"
"ENCACC_002";"34";"3453";"Øystre Slidre";"Semi-naturlig eng";"2018-2024";0.44;"Yellow"
"ENCACC_002";"34";"3453";"Øystre Slidre";"Slåttemark";"2018-2024";0.35;"Yellow"
"ENCACC_002";"34";"3453";"Øystre Slidre";"Slåttemyr";"2018-2024";0.14;"Yellow"
"ENCACC_002";"34";"3454";"Vang";"Slåttemark";"2018-2024";0.19;"Yellow"
"ENCACC_002";"39";"3901";"Horten";"Frisk lågurtbøkeskog";"2018-2024";0.04;"Yellow"
"ENCACC_002";"39";"3901";"Horten";"Frisk lågurtedellauvskog";"2018-2024";0.05;"Yellow"
"ENCACC_002";"39";"3901";"Horten";"Frisk rik edellauvskog";"2018-2024";1.38;"Yellow"
"ENCACC_002";"39";"3901";"Horten";"Gammel lågurtospeskog";"2018-2024";1.03;"Yellow"
"ENCACC_002";"39";"3901";"Horten";"Hule eiker";"2018-2024";1.41;"Yellow"
"ENCACC_002";"39";"3901";"Horten";"Høgstaude-edellauvskog";"2018-2024";0.68;"Yellow"
"ENCACC_002";"39";"3901";"Horten";"Lågurtbøkeskog";"2018-2024";6.27;"Yellow"
"ENCACC_002";"39";"3901";"Horten";"Lågurtedellauvskog";"2018-2024";3.56;"Yellow"
"ENCACC_002";"39";"3901";"Horten";"Lågurteikeskog";"2018-2024";3.56;"Yellow"
"ENCACC_002";"39";"3901";"Horten";"Naturbeitemark";"2018-2024";0.78;"Yellow"
"ENCACC_002";"39";"3901";"Horten";"Saltpåvirket svartorstrandskog";"2018-2024";0.69;"Yellow"
"ENCACC_002";"39";"3901";"Horten";"Store gamle trær";"2018-2024";0.61;"Yellow"
"ENCACC_002";"39";"3903";"Holmestrand";"Eng-aktig sterkt endret fastmark";"2018-2024";0.06;"Yellow"
"ENCACC_002";"39";"3903";"Holmestrand";"Flomskogsmark";"2018-2024";0;"Yellow"
"ENCACC_002";"39";"3903";"Holmestrand";"Frisk lågurtbøkeskog";"2018-2024";0.03;"Yellow"
"ENCACC_002";"39";"3903";"Holmestrand";"Frisk lågurtedellauvskog";"2018-2024";8.62;"Yellow"
"ENCACC_002";"39";"3903";"Holmestrand";"Gammel fattig edellauvskog";"2018-2024";0.08;"Yellow"
"ENCACC_002";"39";"3903";"Holmestrand";"Gammel høgstaudegråorskog";"2018-2024";0.18;"Yellow"
"ENCACC_002";"39";"3903";"Holmestrand";"Gammel lågurtospeskog";"2018-2024";1.59;"Yellow"
"ENCACC_002";"39";"3903";"Holmestrand";"Hagemark";"2018-2024";4.54;"Yellow"
"ENCACC_002";"39";"3903";"Holmestrand";"Hule eiker";"2018-2024";8.1;"Yellow"
"ENCACC_002";"39";"3903";"Holmestrand";"Høgstaude-edellauvskog";"2018-2024";2.77;"Yellow"
"ENCACC_002";"39";"3903";"Holmestrand";"Kalkbarskog";"2018-2024";3.38;"Yellow"
"ENCACC_002";"39";"3903";"Holmestrand";"Kalkedellauvskog";"2018-2024";0.83;"Yellow"
"ENCACC_002";"39";"3903";"Holmestrand";"Kalkfuruskog";"2018-2024";0.64;"Yellow"
"ENCACC_002";"39";"3903";"Holmestrand";"Kalklindeskog";"2018-2024";1.19;"Yellow"
"ENCACC_002";"39";"3903";"Holmestrand";"Lågurtalm-lind-hasselskog";"2018-2024";0.06;"Yellow"
"ENCACC_002";"39";"3903";"Holmestrand";"Lågurtedellauvskog";"2018-2024";0;"Yellow"
"ENCACC_002";"39";"3903";"Holmestrand";"Lågurteikeskog";"2018-2024";2.9;"Yellow"
"ENCACC_002";"39";"3903";"Holmestrand";"Lågurtfuruskog";"2018-2024";2.04;"Yellow"
"ENCACC_002";"39";"3903";"Holmestrand";"Naturbeitemark";"2018-2024";0.16;"Yellow"
