"Indikatorens navn";"Fylke nummer";"Kommune nummer";"Kommune navn";"Verdsatte naturtype";"Regnskapsperiode";"Areal verdsatte naturtyper gått tapt (dekar)";"Usikkerhet for areal i regnskapsperiode"
"ENCACC_002";"31";"3105";"Sarpsborg";"Hule eiker";"2018-2024";2;"Yellow"
"ENCACC_002";"31";"3105";"Sarpsborg";"Lågurteikeskog";"2018-2024";0.01;"Yellow"
"ENCACC_002";"31";"3105";"Sarpsborg";"Naturbeitemark";"2018-2024";0.13;"Yellow"
"ENCACC_002";"31";"3105";"Sarpsborg";"Semi-naturlig eng";"2018-2024";0.19;"Yellow"
"ENCACC_002";"31";"3105";"Sarpsborg";"Store gamle trær";"2018-2024";8.25;"Yellow"
"ENCACC_002";"31";"3105";"Sarpsborg";"Åpen flomfastmark";"2018-2024";0;"Yellow"
"ENCACC_002";"31";"3107";"Fredrikstad";"Gammel furudominert naturskog";"2018-2024";6.19;"Yellow"
"ENCACC_002";"31";"3107";"Fredrikstad";"Gammel furuskog med gamle trær";"2018-2024";14.19;"Yellow"
"ENCACC_002";"31";"3107";"Fredrikstad";"Hagemark";"2018-2024";0.1;"Yellow"
"ENCACC_002";"31";"3107";"Fredrikstad";"Hule eiker";"2018-2024";2.97;"Yellow"
"ENCACC_002";"31";"3107";"Fredrikstad";"Kalkbarskog";"2018-2024";0.58;"Yellow"
"ENCACC_002";"31";"3107";"Fredrikstad";"Lågurtedellauvskog";"2018-2024";0.12;"Yellow"
"ENCACC_002";"31";"3107";"Fredrikstad";"Lågurteikeskog";"2018-2024";2.4;"Yellow"
"ENCACC_002";"31";"3107";"Fredrikstad";"Naturbeitemark";"2018-2024";1.05;"Yellow"
"ENCACC_002";"31";"3107";"Fredrikstad";"Rik svartorsumpskog";"2018-2024";0.33;"Yellow"
"ENCACC_002";"31";"3107";"Fredrikstad";"Store gamle trær";"2018-2024";0.83;"Orange"
"ENCACC_002";"31";"3107";"Fredrikstad";"Åpen flomfastmark";"2018-2024";4.9;"Yellow"
"ENCACC_002";"31";"3110";"Hvaler";"Eng-aktig sterkt endret fastmark";"2018-2024";2.65;"Yellow"
"ENCACC_002";"31";"3110";"Hvaler";"Hule eiker";"2018-2024";1.07;"Yellow"
"ENCACC_002";"31";"3110";"Hvaler";"Kystlynghei";"2018-2024";5.01;"Yellow"
"ENCACC_002";"31";"3110";"Hvaler";"Lågurtalm-lind-hasselskog";"2018-2024";0.15;"Yellow"
"ENCACC_002";"31";"3110";"Hvaler";"Lågurteikeskog";"2018-2024";0.23;"Yellow"
"ENCACC_002";"31";"3110";"Hvaler";"Lågurtfuruskog";"2018-2024";3.12;"Yellow"
"ENCACC_002";"31";"3110";"Hvaler";"Naturbeitemark";"2018-2024";4.06;"Yellow"
"ENCACC_002";"31";"3110";"Hvaler";"Semi-naturlig eng";"2018-2024";0.01;"Yellow"
"ENCACC_002";"31";"3110";"Hvaler";"Semi-naturlig strandeng";"2018-2024";0.38;"Yellow"
"ENCACC_002";"31";"3110";"Hvaler";"Slåttemark";"2018-2024";0.07;"Yellow"
"ENCACC_002";"31";"3110";"Hvaler";"Store gamle trær";"2018-2024";0.27;"Yellow"
"ENCACC_002";"31";"3112";"Råde";"Eng-aktig sterkt endret fastmark";"2018-2024";0.19;"Yellow"
"ENCACC_002";"31";"3112";"Råde";"Frisk lågurtedellauvskog";"2018-2024";0;"Yellow"
"ENCACC_002";"31";"3112";"Råde";"Gammel furudominert naturskog";"2018-2024";0.19;"Yellow"
"ENCACC_002";"31";"3112";"Råde";"Hule eiker";"2018-2024";1.97;"Yellow"
"ENCACC_002";"31";"3112";"Råde";"Høgstaude-edellauvskog";"2018-2024";0.01;"Yellow"
"ENCACC_002";"31";"3112";"Råde";"Lågurteikeskog";"2018-2024";0.04;"Yellow"
"ENCACC_002";"31";"3112";"Råde";"Lågurtfuruskog";"2018-2024";0.13;"Yellow"
"ENCACC_002";"31";"3112";"Råde";"Naturbeitemark";"2018-2024";1.47;"Yellow"
"ENCACC_002";"31";"3112";"Råde";"Rik svartorstrandskog";"2018-2024";0;"Yellow"
"ENCACC_002";"31";"3112";"Råde";"Semi-naturlig strandeng";"2018-2024";0.02;"Yellow"
"ENCACC_002";"31";"3112";"Råde";"Store gamle trær";"2018-2024";0.02;"Yellow"
"ENCACC_002";"31";"3114";"Våler (Viken)";"Gammel granskog med gamle trær";"2018-2024";0;"Yellow"
"ENCACC_002";"31";"3114";"Våler (Viken)";"Gammel granskog med liggende død ved";"2018-2024";0.04;"Yellow"
"ENCACC_002";"31";"3114";"Våler (Viken)";"Gammel granskog med stående død ved";"2018-2024";0.04;"Yellow"
"ENCACC_002";"31";"3114";"Våler (Viken)";"Hule eiker";"2018-2024";0.42;"Yellow"
"ENCACC_002";"31";"3118";"Indre Østfold";"Dam";"2018-2024";0.12;"Yellow"
"ENCACC_002";"31";"3118";"Indre Østfold";"Flomskogsmark";"2018-2024";1.78;"Yellow"
"ENCACC_002";"31";"3118";"Indre Østfold";"Frisk lågurtedellauvskog";"2018-2024";0.29;"Yellow"
"ENCACC_002";"31";"3118";"Indre Østfold";"Hagemark";"2018-2024";10.64;"Yellow"
"ENCACC_002";"31";"3118";"Indre Østfold";"Hule eiker";"2018-2024";3.4;"Yellow"
"ENCACC_002";"31";"3118";"Indre Østfold";"Høgstaude-edellauvskog";"2018-2024";0;"Yellow"
"ENCACC_002";"31";"3118";"Indre Østfold";"Kroksjøer, flomdammer og meandrerende elveparti";"2018-2024";0.12;"Yellow"
"ENCACC_002";"31";"3118";"Indre Østfold";"Lågurteikeskog";"2018-2024";0.15;"Yellow"
"ENCACC_002";"31";"3118";"Indre Østfold";"Lågurtfuruskog";"2018-2024";0.72;"Yellow"
"ENCACC_002";"31";"3118";"Indre Østfold";"Naturbeitemark";"2018-2024";2.62;"Yellow"
"ENCACC_002";"31";"3118";"Indre Østfold";"Rik kulturlandskapssjø";"2018-2024";0.13;"Orange"
"ENCACC_002";"31";"3118";"Indre Østfold";"Semi-naturlig eng";"2018-2024";0.57;"Yellow"
"ENCACC_002";"31";"3120";"Rakkestad";"Intakt lavlandsmyr i innlandet";"2018-2024";0.34;"Yellow"
"ENCACC_002";"31";"3120";"Rakkestad";"Viktig bekkedrag";"2018-2024";0.27;"Yellow"
"ENCACC_002";"31";"3122";"Marker";"Naturbeitemark";"2018-2024";2.64;"Yellow"
"ENCACC_002";"32";"3201";"Bærum";"Flomskogsmark";"2018-2024";2.19;"Yellow"
"ENCACC_002";"32";"3201";"Bærum";"Frisk lågurtedellauvskog";"2018-2024";2.2;"Yellow"
"ENCACC_002";"32";"3201";"Bærum";"Frisk rik edellauvskog";"2018-2024";1.68;"Yellow"
"ENCACC_002";"32";"3201";"Bærum";"Gammel granskog";"2018-2024";0.02;"Yellow"
"ENCACC_002";"32";"3201";"Bærum";"Gammel lågurtgranskog";"2018-2024";1.51;"Yellow"
"ENCACC_002";"32";"3201";"Bærum";"Hule eiker";"2018-2024";0.87;"Yellow"
"ENCACC_002";"32";"3201";"Bærum";"Kalkfuruskog";"2018-2024";0.48;"Yellow"
"ENCACC_002";"32";"3201";"Bærum";"Kalkhasselskog";"2018-2024";0.09;"Yellow"
"ENCACC_002";"32";"3201";"Bærum";"Kalkrik alm-lind-hasselskog";"2018-2024";2.3;"Yellow"
"ENCACC_002";"32";"3201";"Bærum";"Lågurtalm-lind-hasselskog";"2018-2024";0;"Yellow"
"ENCACC_002";"32";"3201";"Bærum";"Lågurtedellauvskog";"2018-2024";1.52;"Yellow"
"ENCACC_002";"32";"3201";"Bærum";"Lågurtfuruskog";"2018-2024";1.31;"Yellow"
"ENCACC_002";"32";"3201";"Bærum";"Rik edellauvskog";"2018-2024";12.4;"Yellow"
"ENCACC_002";"32";"3201";"Bærum";"Slåttemark";"2018-2024";1.26;"Yellow"
"ENCACC_002";"32";"3201";"Bærum";"Store gamle trær";"2018-2024";1.25;"Yellow"
"ENCACC_002";"32";"3201";"Bærum";"Svært tørkeutsatt sørlig kalkberg";"2018-2024";0.3;"Yellow"
"ENCACC_002";"32";"3201";"Bærum";"Åpen grunnlendt kalkmark i boreonemoral sone";"2018-2024";0.06;"Yellow"
"ENCACC_002";"32";"3201";"Bærum";"Åpen kalkmark";"2018-2024";0.21;"Yellow"
"ENCACC_002";"32";"3203";"Asker";"Frisk kalkedellauvskog";"2018-2024";4.91;"Yellow"
"ENCACC_002";"32";"3203";"Asker";"Frisk lågurtedellauvskog";"2018-2024";15.63;"Yellow"
"ENCACC_002";"32";"3203";"Asker";"Gammel furuskog med gamle trær";"2018-2024";1.06;"Yellow"
"ENCACC_002";"32";"3203";"Asker";"Gammel furuskog med stående død ved";"2018-2024";1.48;"Yellow"
"ENCACC_002";"32";"3203";"Asker";"Gammel høgstaudegråorskog";"2018-2024";0.2;"Yellow"
"ENCACC_002";"32";"3203";"Asker";"Hagemark";"2018-2024";0.59;"Yellow"
"ENCACC_002";"32";"3203";"Asker";"Hule eiker";"2018-2024";6.69;"Yellow"
"ENCACC_002";"32";"3203";"Asker";"Høgstaude-edellauvskog";"2018-2024";0.57;"Yellow"
"ENCACC_002";"32";"3203";"Asker";"Kalk- og lågurtfuruskog";"2018-2024";6.98;"Yellow"
"ENCACC_002";"32";"3203";"Asker";"Kalkbarskog";"2018-2024";5.4;"Yellow"
"ENCACC_002";"32";"3203";"Asker";"Kalkedellauvskog";"2018-2024";6.27;"Yellow"
"ENCACC_002";"32";"3203";"Asker";"Kalkfuruskog";"2018-2024";4.09;"Yellow"
"ENCACC_002";"32";"3203";"Asker";"Kalkgranskog";"2018-2024";2.93;"Yellow"
"ENCACC_002";"32";"3203";"Asker";"Kalklindeskog";"2018-2024";1.4;"Yellow"
"ENCACC_002";"32";"3203";"Asker";"Kalkrik helofyttsump";"2018-2024";0;"Yellow"
"ENCACC_002";"32";"3203";"Asker";"Kalksjø";"2018-2024";0.07;"Yellow"
"ENCACC_002";"32";"3203";"Asker";"Kalkskog";"2018-2024";4.77;"Orange"
"ENCACC_002";"32";"3203";"Asker";"Lågurtedellauvskog";"2018-2024";2.4;"Yellow"
"ENCACC_002";"32";"3203";"Asker";"Lågurteikeskog";"2018-2024";0.73;"Yellow"
"ENCACC_002";"32";"3203";"Asker";"Lågurtfuruskog";"2018-2024";4.95;"Yellow"
"ENCACC_002";"32";"3203";"Asker";"Naturbeitemark";"2018-2024";0.55;"Yellow"
"ENCACC_002";"32";"3203";"Asker";"Rik edellauvskog";"2018-2024";11.06;"Yellow"
"ENCACC_002";"32";"3203";"Asker";"Saltpåvirket svartorstrandskog";"2018-2024";0.03;"Yellow"
"ENCACC_002";"32";"3203";"Asker";"Semi-naturlig eng";"2018-2024";0.4;"Yellow"
"ENCACC_002";"32";"3203";"Asker";"Slåttemark";"2018-2024";0.69;"Yellow"
"ENCACC_002";"32";"3203";"Asker";"Store gamle trær";"2018-2024";1.64;"Orange"
"ENCACC_002";"32";"3203";"Asker";"Tresatt kulturmark";"2018-2024";0.04;"Yellow"
"ENCACC_002";"32";"3203";"Asker";"Tørkeutsatt kalkgranskog";"2018-2024";0.16;"Yellow"
"ENCACC_002";"32";"3203";"Asker";"Viktig bekkedrag";"2018-2024";0.05;"Yellow"
"ENCACC_002";"32";"3203";"Asker";"Åpen grunnlendt kalkmark i boreonemoral sone";"2018-2024";0.15;"Yellow"
"ENCACC_002";"32";"3205";"Lillestrøm";"Flomskogsmark";"2018-2024";1.44;"Yellow"
"ENCACC_002";"32";"3205";"Lillestrøm";"Gammel furuskog med gamle trær";"2018-2024";0.02;"Yellow"
"ENCACC_002";"32";"3205";"Lillestrøm";"Gammel granskog med gamle trær";"2018-2024";0.06;"Yellow"
"ENCACC_002";"32";"3205";"Lillestrøm";"Gammel lågurtgranskog";"2018-2024";1.44;"Yellow"
"ENCACC_002";"32";"3205";"Lillestrøm";"Hule eiker";"2018-2024";0.09;"Yellow"
"ENCACC_002";"32";"3205";"Lillestrøm";"Kroksjøer, flomdammer og meandrerende elveparti";"2018-2024";0.01;"Yellow"
"ENCACC_002";"32";"3205";"Lillestrøm";"Lågurtalm-lind-hasselskog";"2018-2024";0.38;"Yellow"
"ENCACC_002";"32";"3205";"Lillestrøm";"Naturbeitemark";"2018-2024";0.03;"Yellow"
"ENCACC_002";"32";"3205";"Lillestrøm";"Ravinedal";"2018-2024";6.62;"Orange"
"ENCACC_002";"32";"3205";"Lillestrøm";"Store gamle trær";"2018-2024";0.69;"Yellow"
"ENCACC_002";"32";"3207";"Nordre Follo";"Eng-aktig sterkt endret fastmark";"2018-2024";0.04;"Yellow"
"ENCACC_002";"32";"3207";"Nordre Follo";"Flomskogsmark";"2018-2024";0.61;"Yellow"
"ENCACC_002";"32";"3207";"Nordre Follo";"Gammel furuskog med gamle trær";"2018-2024";0.24;"Yellow"
"ENCACC_002";"32";"3207";"Nordre Follo";"Gammel granskog med liggende død ved";"2018-2024";0.02;"Yellow"
"ENCACC_002";"32";"3207";"Nordre Follo";"Gammel høgstaudegråorskog";"2018-2024";0.21;"Yellow"
"ENCACC_002";"32";"3207";"Nordre Follo";"Hagemark";"2018-2024";3.89;"Yellow"
"ENCACC_002";"32";"3207";"Nordre Follo";"Hule eiker";"2018-2024";1.28;"Yellow"
"ENCACC_002";"32";"3207";"Nordre Follo";"Lågurtedellauvskog";"2018-2024";0.68;"Yellow"
"ENCACC_002";"32";"3207";"Nordre Follo";"Lågurtfuruskog";"2018-2024";0.02;"Yellow"
"ENCACC_002";"32";"3207";"Nordre Follo";"Rik svartorsumpskog";"2018-2024";0.56;"Yellow"
"ENCACC_002";"32";"3207";"Nordre Follo";"Slåttemark";"2018-2024";0.48;"Yellow"
"ENCACC_002";"32";"3207";"Nordre Follo";"Store gamle trær";"2018-2024";0.9;"Yellow"
"ENCACC_002";"32";"3209";"Ullensaker";"Eng-aktig sterkt endret fastmark";"2018-2024";0.31;"Yellow"
"ENCACC_002";"32";"3209";"Ullensaker";"Flomskogsmark";"2018-2024";1.38;"Yellow"
"ENCACC_002";"32";"3209";"Ullensaker";"Gammel høgstaudegråorskog";"2018-2024";8.03;"Yellow"
"ENCACC_002";"32";"3209";"Ullensaker";"Naturbeitemark";"2018-2024";0.78;"Yellow"
"ENCACC_002";"32";"3209";"Ullensaker";"Rik åpen sørlig jordvannsmyr";"2018-2024";0.49;"Yellow"
"ENCACC_002";"32";"3212";"Nesodden";"Eng-aktig sterkt endret fastmark";"2018-2024";0.13;"Yellow"
"ENCACC_002";"32";"3212";"Nesodden";"Frisk lågurtedellauvskog";"2018-2024";0.48;"Yellow"
"ENCACC_002";"32";"3212";"Nesodden";"Hule eiker";"2018-2024";4.58;"Yellow"
"ENCACC_002";"32";"3212";"Nesodden";"Lågurtalm-lind-hasselskog";"2018-2024";0.62;"Yellow"
"ENCACC_002";"32";"3212";"Nesodden";"Lågurtedellauvskog";"2018-2024";0.47;"Yellow"
"ENCACC_002";"32";"3212";"Nesodden";"Lågurteikeskog";"2018-2024";0.31;"Yellow"
"ENCACC_002";"32";"3212";"Nesodden";"Lågurtfuruskog";"2018-2024";2.55;"Yellow"
"ENCACC_002";"32";"3212";"Nesodden";"Rik edellauvskog";"2018-2024";1.62;"Yellow"
"ENCACC_002";"32";"3212";"Nesodden";"Rik svartorsumpskog";"2018-2024";0.31;"Yellow"
"ENCACC_002";"32";"3212";"Nesodden";"Store gamle trær";"2018-2024";1.1;"Orange"
"ENCACC_002";"32";"3212";"Nesodden";"Åpen kalkmark";"2018-2024";0.42;"Yellow"
"ENCACC_002";"32";"3214";"Frogn";"Hule eiker";"2018-2024";4.62;"Yellow"
"ENCACC_002";"32";"3214";"Frogn";"Høgstaude-edellauvskog";"2018-2024";0.02;"Yellow"
"ENCACC_002";"32";"3214";"Frogn";"Lågurteikeskog";"2018-2024";0.85;"Yellow"
"ENCACC_002";"32";"3214";"Frogn";"Lågurtfuruskog";"2018-2024";1.14;"Yellow"
"ENCACC_002";"32";"3214";"Frogn";"Rik svartorsumpskog";"2018-2024";0;"Yellow"
"ENCACC_002";"32";"3216";"Vestby";"Gammel furuskog med gamle trær";"2018-2024";2.89;"Yellow"
"ENCACC_002";"32";"3216";"Vestby";"Hule eiker";"2018-2024";4.77;"Yellow"
"ENCACC_002";"32";"3216";"Vestby";"Lågurtalm-lind-hasselskog";"2018-2024";0.53;"Yellow"
"ENCACC_002";"32";"3216";"Vestby";"Naturbeitemark";"2018-2024";0.13;"Yellow"
"ENCACC_002";"32";"3216";"Vestby";"Store gamle trær";"2018-2024";1.97;"Yellow"
"ENCACC_002";"32";"3218";"Ås";"Gammel granskog med liggende død ved";"2018-2024";0.26;"Yellow"
"ENCACC_002";"32";"3218";"Ås";"Hagemark";"2018-2024";0.07;"Yellow"
"ENCACC_002";"32";"3218";"Ås";"Hule eiker";"2018-2024";4.23;"Yellow"
"ENCACC_002";"32";"3218";"Ås";"Kalk- og lågurtfuruskog";"2018-2024";1.78;"Yellow"
"ENCACC_002";"32";"3218";"Ås";"Lågurtalm-lind-hasselskog";"2018-2024";0.5;"Yellow"
"ENCACC_002";"32";"3218";"Ås";"Lågurtedellauvskog";"2018-2024";2.03;"Yellow"
"ENCACC_002";"32";"3218";"Ås";"Lågurteikeskog";"2018-2024";0;"Yellow"
"ENCACC_002";"32";"3218";"Ås";"Lågurtfuruskog";"2018-2024";2.55;"Yellow"
"ENCACC_002";"32";"3218";"Ås";"Naturbeitemark";"2018-2024";2.94;"Yellow"
"ENCACC_002";"32";"3218";"Ås";"Store gamle trær";"2018-2024";1.13;"Yellow"
"ENCACC_002";"32";"3220";"Enebakk";"Gammel lågurtospeskog";"2018-2024";0.76;"Yellow"
"ENCACC_002";"32";"3220";"Enebakk";"Gammel lågurtselje-rogneskog";"2018-2024";0.19;"Yellow"
"ENCACC_002";"32";"3220";"Enebakk";"Hagemark";"2018-2024";4.15;"Yellow"
"ENCACC_002";"32";"3222";"Lørenskog";"Gammel granskog med liggende død ved";"2018-2024";0.45;"Yellow"
"ENCACC_002";"32";"3222";"Lørenskog";"Gammel lågurtgranskog";"2018-2024";0.64;"Yellow"
"ENCACC_002";"32";"3222";"Lørenskog";"Høgstaude-edellauvskog";"2018-2024";0.05;"Yellow"
"ENCACC_002";"32";"3222";"Lørenskog";"Semi-naturlig eng";"2018-2024";0.05;"Yellow"
"ENCACC_002";"32";"3224";"Rælingen";"Gråor-heggeskog";"2018-2024";1.91;"Yellow"
"ENCACC_002";"32";"3224";"Rælingen";"Ravinedal";"2018-2024";3.54;"Orange"
"ENCACC_002";"32";"3226";"Aurskog-Høland";"Intakt lavlandsmyr i innlandet";"2018-2024";3.22;"Yellow"
"ENCACC_002";"32";"3226";"Aurskog-Høland";"Konsentrisk høymyr";"2018-2024";2.36;"Yellow"
"ENCACC_002";"32";"3226";"Aurskog-Høland";"Semi-naturlig eng";"2018-2024";1.49;"Yellow"
"ENCACC_002";"32";"3228";"Nes";"Flomskogsmark";"2018-2024";2.55;"Yellow"
"ENCACC_002";"32";"3228";"Nes";"Gammel høgstaudegråorskog";"2018-2024";0.54;"Yellow"
"ENCACC_002";"32";"3228";"Nes";"Intakt lavlandsmyr i innlandet";"2018-2024";0.19;"Yellow"
"ENCACC_002";"32";"3228";"Nes";"Naturbeitemark";"2018-2024";0.16;"Yellow"
"ENCACC_002";"32";"3228";"Nes";"Ravinedal";"2018-2024";27.98;"Yellow"
"ENCACC_002";"32";"3232";"Nittedal";"Frisk kalkgranskog";"2018-2024";0.49;"Yellow"
"ENCACC_002";"32";"3232";"Nittedal";"Gråor-heggeskog";"2018-2024";3.51;"Yellow"
"ENCACC_002";"32";"3232";"Nittedal";"Kalkbarskog";"2018-2024";0.13;"Yellow"
"ENCACC_002";"32";"3232";"Nittedal";"Ravinedal";"2018-2024";0.93;"Orange"
"ENCACC_002";"32";"3232";"Nittedal";"Rik gransumpskog";"2018-2024";0.35;"Yellow"
"ENCACC_002";"32";"3232";"Nittedal";"Rik sump- og kildeskog";"2018-2024";1.82;"Yellow"
"ENCACC_002";"32";"3232";"Nittedal";"Semi-naturlig eng";"2018-2024";0.71;"Yellow"
"ENCACC_002";"32";"3234";"Lunner";"Eng-aktig sterkt endret fastmark";"2018-2024";0.31;"Yellow"
"ENCACC_002";"32";"3234";"Lunner";"Flomskogsmark";"2018-2024";1.67;"Yellow"
"ENCACC_002";"32";"3234";"Lunner";"Frisk kalkgranskog";"2018-2024";0.59;"Yellow"
"ENCACC_002";"32";"3234";"Lunner";"Gammel granskog";"2018-2024";0.29;"Yellow"
"ENCACC_002";"32";"3234";"Lunner";"Hagemark";"2018-2024";1.5;"Yellow"
"ENCACC_002";"32";"3234";"Lunner";"Kalkbarskog, grandominert";"2018-2024";0;"Yellow"
"ENCACC_002";"32";"3234";"Lunner";"Kalkfuruskog";"2018-2024";0.07;"Yellow"
"ENCACC_002";"32";"3234";"Lunner";"Naturbeitemark";"2018-2024";1.25;"Yellow"
"ENCACC_002";"32";"3234";"Lunner";"Rik gransumpskog";"2018-2024";0.58;"Yellow"
"ENCACC_002";"32";"3234";"Lunner";"Rik sump- og kildeskog";"2018-2024";4.57;"Yellow"
"ENCACC_002";"32";"3234";"Lunner";"Semi-naturlig eng";"2018-2024";0.01;"Yellow"
"ENCACC_002";"32";"3236";"Jevnaker";"Eng-aktig sterkt endret fastmark";"2018-2024";0.26;"Yellow"
"ENCACC_002";"32";"3236";"Jevnaker";"Flomskogsmark";"2018-2024";1.28;"Yellow"
"ENCACC_002";"32";"3236";"Jevnaker";"Frisk kalkgranskog";"2018-2024";0.26;"Yellow"
"ENCACC_002";"32";"3236";"Jevnaker";"Hagemark";"2018-2024";3.25;"Yellow"
"ENCACC_002";"32";"3236";"Jevnaker";"Kalkbarskog, grandominert";"2018-2024";0.43;"Yellow"
"ENCACC_002";"32";"3236";"Jevnaker";"Lågurtfuruskog";"2018-2024";3.31;"Yellow"
"ENCACC_002";"32";"3236";"Jevnaker";"Naturbeitemark";"2018-2024";3.43;"Yellow"
"ENCACC_002";"32";"3236";"Jevnaker";"Rik gråorsumpskog";"2018-2024";0.01;"Yellow"
"ENCACC_002";"32";"3236";"Jevnaker";"Rik sump- og kildeskog";"2018-2024";0.31;"Yellow"
"ENCACC_002";"32";"3236";"Jevnaker";"Sandfuruskog";"2018-2024";4.31;"Orange"
"ENCACC_002";"32";"3236";"Jevnaker";"Semi-naturlig eng";"2018-2024";3.14;"Yellow"
"ENCACC_002";"32";"3238";"Nannestad";"Eksentrisk høymyr";"2018-2024";59.21;"Yellow"
"ENCACC_002";"32";"3238";"Nannestad";"Eng-aktig sterkt endret fastmark";"2018-2024";0.94;"Yellow"
"ENCACC_002";"32";"3238";"Nannestad";"Naturbeitemark";"2018-2024";0.03;"Yellow"
"ENCACC_002";"32";"3238";"Nannestad";"Platåhøymyr";"2018-2024";0.03;"Yellow"
"ENCACC_002";"32";"3238";"Nannestad";"Ravinedal";"2018-2024";1.66;"Orange"
"ENCACC_002";"32";"3238";"Nannestad";"Semi-naturlig eng";"2018-2024";0.28;"Yellow"
"ENCACC_002";"32";"3240";"Eidsvoll";"Gammel høgstaudegråorskog";"2018-2024";0.21;"Yellow"
"ENCACC_002";"32";"3240";"Eidsvoll";"Mudderbank";"2018-2024";2.62;"Orange"
"ENCACC_002";"32";"3242";"Hurdal";"Slåttemark";"2018-2024";0;"Yellow"
"ENCACC_002";"33";"3301";"Drammen";"Frisk lågurtedellauvskog";"2018-2024";1.7;"Yellow"
"ENCACC_002";"33";"3301";"Drammen";"Hule eiker";"2018-2024";0.24;"Yellow"
"ENCACC_002";"33";"3301";"Drammen";"Kalk- og lågurtfuruskog";"2018-2024";0.55;"Yellow"
"ENCACC_002";"33";"3301";"Drammen";"Kalkbarskog";"2018-2024";0.03;"Yellow"
"ENCACC_002";"33";"3301";"Drammen";"Kalkbarskog, grandominert";"2018-2024";0.89;"Yellow"
"ENCACC_002";"33";"3301";"Drammen";"Kalkfuruskog";"2018-2024";7.1;"Yellow"
"ENCACC_002";"33";"3301";"Drammen";"Kalkrik alm-lind-hasselskog";"2018-2024";6.5;"Yellow"
"ENCACC_002";"33";"3301";"Drammen";"Lågurtalm-lind-hasselskog";"2018-2024";3.01;"Yellow"
"ENCACC_002";"33";"3301";"Drammen";"Lågurteikeskog";"2018-2024";0.62;"Yellow"
"ENCACC_002";"33";"3301";"Drammen";"Lågurtfuruskog";"2018-2024";2.61;"Yellow"
"ENCACC_002";"33";"3301";"Drammen";"Semi-naturlig eng";"2018-2024";0.66;"Yellow"
"ENCACC_002";"33";"3301";"Drammen";"Semi-naturlig strandeng";"2018-2024";1.19;"Yellow"
"ENCACC_002";"33";"3301";"Drammen";"Slåttemark";"2018-2024";0.93;"Yellow"
"ENCACC_002";"33";"3301";"Drammen";"Store gamle trær";"2018-2024";0.35;"Yellow"
"ENCACC_002";"33";"3301";"Drammen";"Strandeng";"2018-2024";0.01;"Yellow"
"ENCACC_002";"33";"3303";"Kongsberg";"Hule eiker";"2018-2024";1.35;"Yellow"
"ENCACC_002";"33";"3303";"Kongsberg";"Semi-naturlig eng";"2018-2024";0;"Yellow"
"ENCACC_002";"33";"3303";"Kongsberg";"Slåttemark";"2018-2024";3.55;"Yellow"
"ENCACC_002";"33";"3305";"Ringerike";"Flommarksskog";"2018-2024";0.06;"Yellow"
"ENCACC_002";"33";"3305";"Ringerike";"Flomskogsmark";"2018-2024";1.53;"Yellow"
"ENCACC_002";"33";"3305";"Ringerike";"Frisk kalkgranskog";"2018-2024";1.22;"Yellow"
"ENCACC_002";"33";"3305";"Ringerike";"Frisk lågurtfuruskog";"2018-2024";0;"Yellow"
"ENCACC_002";"33";"3305";"Ringerike";"Gammel furuskog med gamle trær";"2018-2024";2.07;"Yellow"
"ENCACC_002";"33";"3305";"Ringerike";"Gammel granskog";"2018-2024";0.22;"Yellow"
"ENCACC_002";"33";"3305";"Ringerike";"Gammel granskog med gamle trær";"2018-2024";4.74;"Yellow"
"ENCACC_002";"33";"3305";"Ringerike";"Kalk- og lågurtfuruskog";"2018-2024";0.02;"Yellow"
"ENCACC_002";"33";"3305";"Ringerike";"Kalkbarskog";"2018-2024";4.86;"Yellow"
"ENCACC_002";"33";"3305";"Ringerike";"Kalkfuruskog";"2018-2024";2.26;"Yellow"
"ENCACC_002";"33";"3305";"Ringerike";"Kalkrik helofyttsump";"2018-2024";0.02;"Yellow"
"ENCACC_002";"33";"3305";"Ringerike";"Kroksjøer, flomdammer og meandrerende elveparti";"2018-2024";0;"Yellow"
"ENCACC_002";"33";"3305";"Ringerike";"Lågurtedellauvskog";"2018-2024";0.25;"Yellow"
"ENCACC_002";"33";"3305";"Ringerike";"Lågurtfuruskog";"2018-2024";7.91;"Yellow"
"ENCACC_002";"33";"3305";"Ringerike";"Nakent tørkeutsatt kalkberg";"2018-2024";0.01;"Yellow"
"ENCACC_002";"33";"3305";"Ringerike";"Naturbeitemark";"2018-2024";0.17;"Yellow"
"ENCACC_002";"33";"3305";"Ringerike";"Ravinedal";"2018-2024";0.54;"Yellow"
"ENCACC_002";"33";"3305";"Ringerike";"Rik gransumpskog";"2018-2024";0.37;"Yellow"
"ENCACC_002";"33";"3305";"Ringerike";"Rik sandfuruskog";"2018-2024";0.12;"Yellow"
"ENCACC_002";"33";"3305";"Ringerike";"Sandfuruskog";"2018-2024";21.27;"Yellow"
"ENCACC_002";"33";"3305";"Ringerike";"Semi-naturlig eng";"2018-2024";0.11;"Yellow"
"ENCACC_002";"33";"3305";"Ringerike";"Slåttemark";"2018-2024";0.29;"Yellow"
"ENCACC_002";"33";"3305";"Ringerike";"Åpen grunnlendt kalkrik mark i sørboreal sone";"2018-2024";0.2;"Yellow"
