"Indikatorens navn";"Fylke nummer";"Fylke navn";"Verdsatte naturtype";"Regnskapsperiode";"Areal verdsatte naturtyper gått tapt (dekar)";"Usikkerhet for areal i regnskapsperiode"
"ENCACC_002";"40";"Telemark";"Rik sandfuruskog";"2018-2024";0.16;"Yellow"
"ENCACC_002";"40";"Telemark";"Slåttemark";"2018-2024";2.37;"Yellow"
"ENCACC_002";"40";"Telemark";"Store gamle trær";"2018-2024";8.38;"Yellow"
"ENCACC_002";"40";"Telemark";"Tørkeutsatt kalkgranskog";"2018-2024";2.71;"Yellow"
"ENCACC_002";"40";"Telemark";"Viktig bekkedrag";"2018-2024";0.49;"Yellow"
"ENCACC_002";"42";"Agder";"Boreal hei";"2018-2024";6.4;"Yellow"
"ENCACC_002";"42";"Agder";"Eng-aktig sterkt endret fastmark";"2018-2024";0.47;"Yellow"
"ENCACC_002";"42";"Agder";"Evjer, bukter og viker";"2018-2024";0.28;"Yellow"
"ENCACC_002";"42";"Agder";"Frisk lågurtedellauvskog";"2018-2024";2.04;"Yellow"
"ENCACC_002";"42";"Agder";"Frisk rik edellauvskog";"2018-2024";2.88;"Yellow"
"ENCACC_002";"42";"Agder";"Gammel fattig edellauvskog";"2018-2024";11.02;"Yellow"
"ENCACC_002";"42";"Agder";"Gammel fattig sumpskog";"2018-2024";3.22;"Yellow"
"ENCACC_002";"42";"Agder";"Gammel furudominert naturskog";"2018-2024";4.62;"Yellow"
"ENCACC_002";"42";"Agder";"Gammel furuskog med gamle trær";"2018-2024";14.57;"Yellow"
"ENCACC_002";"42";"Agder";"Gammel furuskog med liggende død ved";"2018-2024";0.14;"Yellow"
"ENCACC_002";"42";"Agder";"Hagemark";"2018-2024";0.21;"Yellow"
"ENCACC_002";"42";"Agder";"Hule eiker";"2018-2024";16.18;"Yellow"
"ENCACC_002";"42";"Agder";"Høgstaude-edellauvskog";"2018-2024";0.04;"Yellow"
"ENCACC_002";"42";"Agder";"Kalkrik alm-lind-hasselskog";"2018-2024";0.16;"Yellow"
"ENCACC_002";"42";"Agder";"Kystlynghei";"2018-2024";62.83;"Yellow"
"ENCACC_002";"42";"Agder";"Lågurtalm-lind-hasselskog";"2018-2024";0.84;"Yellow"
"ENCACC_002";"42";"Agder";"Lågurtedellauvskog";"2018-2024";0.31;"Yellow"
"ENCACC_002";"42";"Agder";"Lågurteikeskog";"2018-2024";11.44;"Yellow"
"ENCACC_002";"42";"Agder";"Lågurtfuruskog";"2018-2024";4.04;"Yellow"
"ENCACC_002";"42";"Agder";"Mudderbank";"2018-2024";0;"Yellow"
"ENCACC_002";"42";"Agder";"Naturbeitemark";"2018-2024";6.9;"Yellow"
"ENCACC_002";"42";"Agder";"Parklandskap";"2018-2024";0.37;"Yellow"
"ENCACC_002";"42";"Agder";"Rik edellauvskog";"2018-2024";4.88;"Yellow"
"ENCACC_002";"42";"Agder";"Rik sump- og kildeskog";"2018-2024";0.16;"Yellow"
"ENCACC_002";"42";"Agder";"Rik svartorstrandskog";"2018-2024";0.15;"Yellow"
"ENCACC_002";"42";"Agder";"Rik svartorsumpskog";"2018-2024";4.2;"Yellow"
"ENCACC_002";"42";"Agder";"Saltpåvirket svartorstrandskog";"2018-2024";0.07;"Yellow"
"ENCACC_002";"42";"Agder";"Semi-naturlig eng";"2018-2024";1.05;"Yellow"
"ENCACC_002";"42";"Agder";"Semi-naturlig strandeng";"2018-2024";0.05;"Yellow"
"ENCACC_002";"42";"Agder";"Slåttemark";"2018-2024";9.86;"Yellow"
"ENCACC_002";"42";"Agder";"Store gamle trær";"2018-2024";1.23;"Yellow"
"ENCACC_002";"42";"Agder";"Strandeng";"2018-2024";0.93;"Yellow"
"ENCACC_002";"42";"Agder";"Strandeng og strandsump";"2018-2024";0.42;"Yellow"
"ENCACC_002";"42";"Agder";"Viktig bekkedrag";"2018-2024";0.68;"Yellow"
"ENCACC_002";"46";"Vestland";"Boreal hei";"2018-2024";28.97;"Yellow"
"ENCACC_002";"46";"Vestland";"Boreonemoral regnskog";"2018-2024";0.53;"Yellow"
"ENCACC_002";"46";"Vestland";"Elveslette";"2018-2024";0.17;"Yellow"
"ENCACC_002";"46";"Vestland";"Eng-aktig sterkt endret fastmark";"2018-2024";2.39;"Yellow"
"ENCACC_002";"46";"Vestland";"Flomskogsmark";"2018-2024";1.12;"Yellow"
"ENCACC_002";"46";"Vestland";"Fosseberg";"2018-2024";2.45;"Orange"
"ENCACC_002";"46";"Vestland";"Frisk lågurtedellauvskog";"2018-2024";2.37;"Yellow"
"ENCACC_002";"46";"Vestland";"Frisk lågurtfuruskog";"2018-2024";0.04;"Yellow"
"ENCACC_002";"46";"Vestland";"Gammel barskog";"2018-2024";3.33;"Yellow"
"ENCACC_002";"46";"Vestland";"Gammel fattig edellauvskog";"2018-2024";2.74;"Yellow"
"ENCACC_002";"46";"Vestland";"Gammel høgstaudegråorskog";"2018-2024";0.52;"Yellow"
"ENCACC_002";"46";"Vestland";"Gammel lågurtospeskog";"2018-2024";0.31;"Yellow"
"ENCACC_002";"46";"Vestland";"Gammel lågurtselje-rogneskog";"2018-2024";0;"Yellow"
"ENCACC_002";"46";"Vestland";"Hagemark";"2018-2024";7.43;"Yellow"
"ENCACC_002";"46";"Vestland";"Hule eiker";"2018-2024";4.29;"Yellow"
"ENCACC_002";"46";"Vestland";"Høgstaude-edellauvskog";"2018-2024";0.09;"Yellow"
"ENCACC_002";"46";"Vestland";"Høstingsskog";"2018-2024";1.51;"Yellow"
"ENCACC_002";"46";"Vestland";"Kalkfattig og intermediær fjellhei, leside og tundra";"2018-2024";15.21;"Yellow"
"ENCACC_002";"46";"Vestland";"Kystlynghei";"2018-2024";612.83;"Yellow"
"ENCACC_002";"46";"Vestland";"Lågurtalm-lind-hasselskog";"2018-2024";6.96;"Yellow"
"ENCACC_002";"46";"Vestland";"Lågurtedellauvskog";"2018-2024";0.75;"Yellow"
"ENCACC_002";"46";"Vestland";"Lågurteikeskog";"2018-2024";1.6;"Yellow"
"ENCACC_002";"46";"Vestland";"Lågurtfuruskog";"2018-2024";0.01;"Yellow"
"ENCACC_002";"46";"Vestland";"Naturbeitemark";"2018-2024";52.28;"Yellow"
"ENCACC_002";"46";"Vestland";"Nordvendte kystberg og blokkmark";"2018-2024";0.19;"Yellow"
"ENCACC_002";"46";"Vestland";"Oseanisk nedbørsmyr";"2018-2024";1.36;"Yellow"
"ENCACC_002";"46";"Vestland";"Rik edellauvskog";"2018-2024";24.11;"Yellow"
"ENCACC_002";"46";"Vestland";"Rik svartorsumpskog";"2018-2024";0.04;"Yellow"
"ENCACC_002";"46";"Vestland";"Rik åpen sørlig jordvannsmyr";"2018-2024";0.03;"Yellow"
"ENCACC_002";"46";"Vestland";"Semi-naturlig eng";"2018-2024";4.46;"Yellow"
"ENCACC_002";"46";"Vestland";"Semi-naturlig strandeng";"2018-2024";0;"Yellow"
"ENCACC_002";"46";"Vestland";"Slåttemark";"2018-2024";7.75;"Yellow"
"ENCACC_002";"46";"Vestland";"Store gamle trær";"2018-2024";1.04;"Yellow"
"ENCACC_002";"46";"Vestland";"Strandeng";"2018-2024";0.33;"Yellow"
"ENCACC_002";"46";"Vestland";"Strandeng og strandsump";"2018-2024";0.61;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Boreal hei";"2018-2024";30.4;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Boreal regnskog";"2018-2024";0.02;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Eng-aktig sterkt endret fastmark";"2018-2024";1.3;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Flommarksskog";"2018-2024";0;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Flomskogsmark";"2018-2024";2.23;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Fossepåvirket berg";"2018-2024";0.01;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Frisk lågurtedellauvskog";"2018-2024";0.12;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Frisk rik edellauvskog";"2018-2024";0.89;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Gammel furuskog";"2018-2024";0.82;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Gammel furuskog med gamle trær";"2018-2024";1.16;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Gammel furuskog med stående død ved";"2018-2024";0.59;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Gammel granskog med liggende død ved";"2018-2024";2.75;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Gammel høgstaudegråorskog";"2018-2024";6.28;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Gammel lågurtospeskog";"2018-2024";5.27;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Hagemark";"2018-2024";1.73;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Hule eiker";"2018-2024";0.14;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Høgstaude-edellauvskog";"2018-2024";0.02;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Kalk- og lågurtfuruskog";"2018-2024";0.88;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Kalkfattig og intermediær fjellhei, leside og tundra";"2018-2024";0.27;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Kalkfattig og klar bekk eller elv";"2018-2024";0.13;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Kalkrik fjellhei, leside og tundra";"2018-2024";0.24;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Kalkskog";"2018-2024";0.11;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Kroksjøer, flomdammer og meandrerende elveparti";"2018-2024";4.28;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Kystlynghei";"2018-2024";398.17;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Lågurtfuruskog";"2018-2024";0.03;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Nakent tørkeutsatt kalkberg";"2018-2024";1.58;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Naturbeitemark";"2018-2024";56.27;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Regnskog";"2018-2024";2.08;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Rik gransumpskog";"2018-2024";0.94;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Rik åpen sørlig jordvannsmyr";"2018-2024";2.6;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Rikmyr";"2018-2024";2.14;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Semi-naturlig eng";"2018-2024";17.41;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Semi-naturlig strandeng";"2018-2024";0.07;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Slåttemark";"2018-2024";0.08;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Strandeng";"2018-2024";1.72;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Sørlig nedbørsmyr";"2018-2024";0;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Sørvendte berg og rasmarker";"2018-2024";2.88;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Tørkeutsatt kalkgranskog";"2018-2024";0.9;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Åpen flomfastmark";"2018-2024";0.43;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Åpen flommark";"2018-2024";8.51;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Øyblandingsmyr";"2018-2024";0.45;"Yellow"
"ENCACC_002";"55";"Troms – Romsa – Tromssa";"Boreal hei";"2018-2024";14.27;"Yellow"
"ENCACC_002";"55";"Troms – Romsa – Tromssa";"Brakkvannsdelta";"2018-2024";3.45;"Orange"
"ENCACC_002";"55";"Troms – Romsa – Tromssa";"Eng-aktig sterkt endret fastmark";"2018-2024";1.42;"Yellow"
"ENCACC_002";"55";"Troms – Romsa – Tromssa";"Flomskogsmark";"2018-2024";1.97;"Yellow"
"ENCACC_002";"55";"Troms – Romsa – Tromssa";"Gammel høgstaudegråorskog";"2018-2024";0.07;"Yellow"
"ENCACC_002";"55";"Troms – Romsa – Tromssa";"Gammel lågurtselje-rogneskog";"2018-2024";0.19;"Yellow"
"ENCACC_002";"55";"Troms – Romsa – Tromssa";"Hagemark";"2018-2024";1.19;"Yellow"
"ENCACC_002";"55";"Troms – Romsa – Tromssa";"Høgereligende og nordlig nedbørsmyr";"2018-2024";27.78;"Yellow"
"ENCACC_002";"55";"Troms – Romsa – Tromssa";"Kalkbjørkeskog";"2018-2024";0.22;"Yellow"
"ENCACC_002";"55";"Troms – Romsa – Tromssa";"Kalkrik åpen jordvannsmyr i boreonemoral til nordboreal sone";"2018-2024";1.13;"Yellow"
"ENCACC_002";"55";"Troms – Romsa – Tromssa";"Lågurtfuruskog";"2018-2024";1;"Yellow"
"ENCACC_002";"55";"Troms – Romsa – Tromssa";"Naturbeitemark";"2018-2024";14.18;"Yellow"
"ENCACC_002";"55";"Troms – Romsa – Tromssa";"Rik gråorsumpskog";"2018-2024";1;"Yellow"
"ENCACC_002";"55";"Troms – Romsa – Tromssa";"Rik åpen jordvannsmyr i mellomboreal sone";"2018-2024";0.35;"Yellow"
"ENCACC_002";"55";"Troms – Romsa – Tromssa";"Slåtte- og beitemyr";"2018-2024";0.09;"Yellow"
"ENCACC_002";"55";"Troms – Romsa – Tromssa";"Strandeng";"2018-2024";0;"Yellow"
"ENCACC_002";"56";"Finnmark – Finnmárku – Finmarkku";"Aktiv skredmark";"2018-2024";0.44;"Yellow"
"ENCACC_002";"56";"Finnmark – Finnmárku – Finmarkku";"Boreal hei";"2018-2024";0.06;"Yellow"
"ENCACC_002";"56";"Finnmark – Finnmárku – Finmarkku";"Brakkvannsdelta";"2018-2024";0.07;"Yellow"
"ENCACC_002";"56";"Finnmark – Finnmárku – Finmarkku";"Eng-aktig sterkt endret fastmark";"2018-2024";1.19;"Yellow"
"ENCACC_002";"56";"Finnmark – Finnmárku – Finmarkku";"Flomskogsmark";"2018-2024";24.68;"Yellow"
"ENCACC_002";"56";"Finnmark – Finnmárku – Finmarkku";"Gammel barskog";"2018-2024";9.72;"Orange"
"ENCACC_002";"56";"Finnmark – Finnmárku – Finmarkku";"Kalkfattig og intermediær fjellhei, leside og tundra";"2018-2024";17.31;"Yellow"
"ENCACC_002";"56";"Finnmark – Finnmárku – Finmarkku";"Kalkrik fjellhei, leside og tundra";"2018-2024";0.1;"Yellow"
"ENCACC_002";"56";"Finnmark – Finnmárku – Finmarkku";"Naturbeitemark";"2018-2024";2.22;"Yellow"
"ENCACC_002";"56";"Finnmark – Finnmárku – Finmarkku";"Sanddyne";"2018-2024";1.16;"Yellow"
"ENCACC_002";"56";"Finnmark – Finnmárku – Finmarkku";"Semi-naturlig eng";"2018-2024";11.96;"Yellow"
"ENCACC_002";"56";"Finnmark – Finnmárku – Finmarkku";"Slåttemark";"2018-2024";1.59;"Yellow"
"ENCACC_002";"56";"Finnmark – Finnmárku – Finmarkku";"Åpen flomfastmark";"2018-2024";28.88;"Yellow"
"ENCACC_002";"Norge";"Norge";"Alle";"2018-2024";4531.84;"Yellow"
